model_code,sku,productidweb,category_code,brand,Cảm biến,Định vị,Môn thể thao,SIM,Thực hiện cuộc gọi,Tiện ích,"Chuẩn chống nước, bụi",Theo dõi sức khoẻ,Tiện ích khác,Hiển thị thông báo,Thời gian sử dụng,Thời gian sạc,Dung lượng pin,Cổng sạc,Sản xuất tại,Thời gian ra mắt,Ngôn ngữ,Màn hình hiển thị,Kích thước màn hình,Độ phân giải,Kích thước mặt,Chất liệu mặt,Chất liệu khung viền,Chất liệu dây,Độ rộng dây,Chu vi cổ tay,Thay thế,Dài,Ngang,Dày,Khối lượng máy,Thiết kế,Độ phân giải camera trước,Chip xử lý (CPU),Bộ nhớ,Hệ điều hành,Tương thích,Ứng dụng,Kết nối,Đường kính,giá gốc,giá khuyến mãi,khuyến mãi quà
188160,0232391002370,283643,49,Garmin,La bàn | Nhiệt kế | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Con quay hồi chuyển | Cảm biến định vị đa tần số | Cao áp kế | Pulse Ox | Gia tốc kế,Galileo | GLONASS | GPS,Ba môn phối hợp (Triathlon) | Golf | Chạy bộ | Yoga | Bơi lội | Khúc côn cầu | Trượt tuyết | Bóng chày | Chèo thuyền | Chạy địa hình (trail) | Đi bộ đường dài | Leo núi | Bóng rổ | Quần vợt | Đi bộ | Đạp xe,Không có,Không có,Chế độ ngủ đêm tránh buốt | Chế độ làm lạnh nhanh | Chức năng bật tắt đèn hiển thị khi làm việc | Cảm biến chuyển động Motion Detect Sensor (cần gắn thêm phụ kiện),"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Tính quãng đường chạy | Theo dõi mức độ stress | Đánh giá chỉ số trẻ hóa của cơ thể (Fitness Age) | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Đo nhịp tim | Đa dạng hình thức luyện tập | Theo dõi chu kỳ kinh nguyệt | Tính tuổi thể chất | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Màn hình luôn hiển thị | Báo giờ mặt trời mọc, mặt trời lặn | Lưu trữ nhạc | Màn hình cảm ứng | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | La bàn | Huấn luyện viên ảo Garmin Coach | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Rung thông báo | Tìm điện thoại",Zalo | Tin nhắn | Viber | Cuộc gọi,Khoảng 42 giờ (Chế độ chỉ có GPS không có nhạc) | Khoảng 15 ngày (ở chế độ đồng hồ thông minh),Hãng không công bố,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,MIP,1.3 inch,260 x 260 pixels,46.5 mm,Kính cường lực Gorilla Glass DX,Polyme,Silicone,2.2 cm,191134,Có,46,46,14,53,,Không,Hãng không công bố,32 GB,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Wifi | Bluetooth,,15012000,15012000,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188160,0232391001855,283643,49,Garmin,La bàn | Nhiệt kế | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Con quay hồi chuyển | Cảm biến định vị đa tần số | Cao áp kế | Pulse Ox | Gia tốc kế,Galileo | GLONASS | GPS,Ba môn phối hợp (Triathlon) | Golf | Chạy bộ | Yoga | Bơi lội | Khúc côn cầu | Trượt tuyết | Bóng chày | Chèo thuyền | Chạy địa hình (trail) | Đi bộ đường dài | Leo núi | Bóng rổ | Quần vợt | Đi bộ | Đạp xe,Không có,Không có,Công nghệ tản nhiệt mạ vàng | Công nghệ làm lạnh Silk Air | Có sấy | Vắt cực khô,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Tính quãng đường chạy | Theo dõi mức độ stress | Đánh giá chỉ số trẻ hóa của cơ thể (Fitness Age) | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Đo nhịp tim | Đa dạng hình thức luyện tập | Theo dõi chu kỳ kinh nguyệt | Tính tuổi thể chất | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Màn hình luôn hiển thị | Báo giờ mặt trời mọc, mặt trời lặn | Lưu trữ nhạc | Màn hình cảm ứng | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | La bàn | Huấn luyện viên ảo Garmin Coach | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Rung thông báo | Tìm điện thoại",Zalo | Tin nhắn | Viber | Cuộc gọi,Khoảng 42 giờ (Chế độ chỉ có GPS không có nhạc) | Khoảng 15 ngày (ở chế độ đồng hồ thông minh),Hãng không công bố,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,MIP,1.3 inch,260 x 260 pixels,46.5 mm,Kính cường lực Gorilla Glass DX,Polyme,Silicone,2.2 cm,191134,Có,46,46,14,53,,Không,Hãng không công bố,32 GB,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Wifi | Bluetooth,,15012000,15012000,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188160,0232391002369,283643,49,Garmin,La bàn | Nhiệt kế | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Con quay hồi chuyển | Cảm biến định vị đa tần số | Cao áp kế | Pulse Ox | Gia tốc kế,Galileo | GLONASS | GPS,Ba môn phối hợp (Triathlon) | Golf | Chạy bộ | Yoga | Bơi lội | Khúc côn cầu | Trượt tuyết | Bóng chày | Chèo thuyền | Chạy địa hình (trail) | Đi bộ đường dài | Leo núi | Bóng rổ | Quần vợt | Đi bộ | Đạp xe,Không có,Không có,Chế độ làm lạnh nhanh | Công nghệ tản nhiệt mạ vàng | Cảm biến chuyển động Motion Detect Sensor (cần gắn thêm phụ kiện) | Có sấy,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Tính quãng đường chạy | Theo dõi mức độ stress | Đánh giá chỉ số trẻ hóa của cơ thể (Fitness Age) | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Đo nhịp tim | Đa dạng hình thức luyện tập | Theo dõi chu kỳ kinh nguyệt | Tính tuổi thể chất | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Màn hình luôn hiển thị | Báo giờ mặt trời mọc, mặt trời lặn | Lưu trữ nhạc | Màn hình cảm ứng | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | La bàn | Huấn luyện viên ảo Garmin Coach | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Rung thông báo | Tìm điện thoại",Zalo | Tin nhắn | Viber | Cuộc gọi,Khoảng 42 giờ (Chế độ chỉ có GPS không có nhạc) | Khoảng 15 ngày (ở chế độ đồng hồ thông minh),Hãng không công bố,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,MIP,1.3 inch,260 x 260 pixels,46.5 mm,Kính cường lực Gorilla Glass DX,Polyme,Silicone,2.2 cm,191134,Có,46,46,14,53,,Không,Hãng không công bố,32 GB,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Wifi | Bluetooth,,15012000,15012000,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188160,0232391001853,283643,49,Garmin,La bàn | Nhiệt kế | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Con quay hồi chuyển | Cảm biến định vị đa tần số | Cao áp kế | Pulse Ox | Gia tốc kế,Galileo | GLONASS | GPS,Ba môn phối hợp (Triathlon) | Golf | Chạy bộ | Yoga | Bơi lội | Khúc côn cầu | Trượt tuyết | Bóng chày | Chèo thuyền | Chạy địa hình (trail) | Đi bộ đường dài | Leo núi | Bóng rổ | Quần vợt | Đi bộ | Đạp xe,Không có,Không có,Chế độ ngủ đêm tránh buốt | Công nghệ tản nhiệt mạ vàng | 3 chế độ ngủ thông minh | Vắt cực khô,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Tính quãng đường chạy | Theo dõi mức độ stress | Đánh giá chỉ số trẻ hóa của cơ thể (Fitness Age) | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Đo nhịp tim | Đa dạng hình thức luyện tập | Theo dõi chu kỳ kinh nguyệt | Tính tuổi thể chất | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Theo dõi giấc ngủ","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Màn hình luôn hiển thị | Báo giờ mặt trời mọc, mặt trời lặn | Lưu trữ nhạc | Màn hình cảm ứng | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | La bàn | Huấn luyện viên ảo Garmin Coach | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Rung thông báo | Tìm điện thoại",Zalo | Tin nhắn | Viber | Cuộc gọi,Khoảng 42 giờ (Chế độ chỉ có GPS không có nhạc) | Khoảng 15 ngày (ở chế độ đồng hồ thông minh),Hãng không công bố,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,MIP,1.3 inch,260 x 260 pixels,46.5 mm,Kính cường lực Gorilla Glass DX,Polyme,Silicone,2.2 cm,191134,Có,46,46,14,53,,Không,Hãng không công bố,32 GB,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Wifi | Bluetooth,,15012000,15012000,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188159,0232391001850,283642,49,Garmin,La bàn | Đo độ cao bằng khí áp | Nhiệt kế | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Con quay hồi chuyển | Pulse Ox | Gia tốc kế,Galileo | GLONASS | GPS,Ba môn phối hợp (Triathlon) | Chạy bộ | Yoga | Bơi lội | Khúc côn cầu | Trượt tuyết | Bóng chày | Chèo thuyền | Chạy địa hình (trail) | Đi bộ đường dài | Bóng rổ | Quần vợt | Đi bộ | Đạp xe,Không có,Không có,Phát hiện té ngã,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)",Tính quãng đường chạy | Chế độ luyện tập | Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Đo nhịp tim | Theo dõi nhịp tim 24h | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Theo dõi giấc ngủ,"Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Phát hiện té ngã | Điều khiển chơi nhạc | Thay mặt đồng hồ | Đồng hồ đếm ngược | Báo giờ mặt trời mọc, mặt trời lặn | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | La bàn | Huấn luyện viên ảo Garmin Coach | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Rung thông báo | Tìm điện thoại",Zalo | Nội dung tin nhắn | Viber | Line | Cuộc gọi,Khoảng 12 ngày (ở chế độ đồng hồ thông minh),Khoảng 2 giờ,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,MIP,1.1 inch,218 x 218 pixels,41 mm,Kính cường lực Gorilla Glass 3,Polyme,Silicone,1.8 cm,191134,Có,41,41,12,39,,Không,Hãng không công bố,4 GB,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Bluetooth | GPS,,8830000,8830000,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188159,0232391001848,283642,49,Garmin,La bàn | Đo độ cao bằng khí áp | Nhiệt kế | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Con quay hồi chuyển | Pulse Ox | Gia tốc kế,Galileo | GLONASS | GPS,Ba môn phối hợp (Triathlon) | Chạy bộ | Yoga | Bơi lội | Khúc côn cầu | Trượt tuyết | Bóng chày | Chèo thuyền | Chạy địa hình (trail) | Đi bộ đường dài | Bóng rổ | Quần vợt | Đi bộ | Đạp xe,Không có,Không có,Phát hiện té ngã,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)",Tính quãng đường chạy | Chế độ luyện tập | Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Đo nhịp tim | Theo dõi nhịp tim 24h | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Theo dõi giấc ngủ,"Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Phát hiện té ngã | Điều khiển chơi nhạc | Thay mặt đồng hồ | Đồng hồ đếm ngược | Báo giờ mặt trời mọc, mặt trời lặn | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | La bàn | Huấn luyện viên ảo Garmin Coach | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Rung thông báo | Tìm điện thoại",Zalo | Nội dung tin nhắn | Viber | Line | Cuộc gọi,Khoảng 12 ngày (ở chế độ đồng hồ thông minh),Khoảng 2 giờ,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,MIP,1.1 inch,218 x 218 pixels,41 mm,Kính cường lực Gorilla Glass 3,Polyme,Silicone,1.8 cm,191134,Có,41,41,12,39,,Không,Hãng không công bố,4 GB,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Bluetooth | GPS,,8830000,8830000,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188158,0232391002396,283641,49,Garmin,La bàn | Đo độ cao bằng khí áp | Nhiệt kế | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Con quay hồi chuyển | Pulse Ox | Gia tốc kế,Galileo | GLONASS | GPS,Ba môn phối hợp (Triathlon) | Chạy bộ | Yoga | Bơi lội | Khúc côn cầu | Trượt tuyết | Bóng chày | Chèo thuyền | Chạy địa hình (trail) | Đi bộ đường dài | Bóng rổ | Quần vợt | Đi bộ | Đạp xe,Không có,Không có,"Điều khiển bằng điện thoại, có Wi-Fi | Tự động làm sạch Auto Clean | Gia nhiệt nhanh","Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Tốc độ hô hấp trong khi tập (Respiration Rate) | Ghi lại calories nạp vào | Tính quãng đường chạy | Chế độ luyện tập | Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Đo nhịp tim | Theo dõi nhịp tim 24h | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Theo dõi giấc ngủ | Vùng nhịp tim | Tình trạng HRV (Heart Rate Variability)","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Thay mặt đồng hồ | Đồng hồ đếm ngược | Báo giờ mặt trời mọc, mặt trời lặn | Lưu trữ nhạc | Màn hình cảm ứng | Tìm đồng hồ | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | La bàn | Huấn luyện viên ảo Garmin Coach | Theo dõi trực tuyến (LiveTrack) | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Nhắc nhở hoạt động bằng âm thanh | Báo cáo buổi sáng (Morning Report) | Trạng thái tập luyện (Training Status) | Thời gian hồi phục (Recovery Time) | Bài tập đề xuất hằng ngày (Daily Suggested Workouts) | Điều khiển từ xa VIRB | Phát hiện sự cố | Rung thông báo | Tìm điện thoại",Zalo | Nội dung tin nhắn | Viber | Line | Cuộc gọi,Khoảng 14 ngày (ở chế độ đồng hồ thông minh) | Khoảng 26 giờ (ở chế độ định vị chỉ GPS),Khoảng 2 giờ,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,MIP,1.1 inch,218 x 218 pixels,41 mm,Kính cường lực Gorilla Glass 3,Polyme,Silicone,1.8 cm,11 - 17.5 cm,Có,41,41,12,39,,Không,Hãng không công bố,4 GB,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Bluetooth | GPS,,10102909,10102909,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188158,0232391001849,283641,49,Garmin,La bàn | Đo độ cao bằng khí áp | Nhiệt kế | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Con quay hồi chuyển | Pulse Ox | Gia tốc kế,Galileo | GLONASS | GPS,Ba môn phối hợp (Triathlon) | Chạy bộ | Yoga | Bơi lội | Khúc côn cầu | Trượt tuyết | Bóng chày | Chèo thuyền | Chạy địa hình (trail) | Đi bộ đường dài | Bóng rổ | Quần vợt | Đi bộ | Đạp xe,Không có,Không có,"Điều khiển bằng điện thoại, có Wi-Fi | Tự động làm sạch Auto Clean | Gia nhiệt nhanh","Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Tốc độ hô hấp trong khi tập (Respiration Rate) | Ghi lại calories nạp vào | Tính quãng đường chạy | Chế độ luyện tập | Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Đo nhịp tim | Theo dõi nhịp tim 24h | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Theo dõi giấc ngủ | Vùng nhịp tim | Tình trạng HRV (Heart Rate Variability)","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Thay mặt đồng hồ | Đồng hồ đếm ngược | Báo giờ mặt trời mọc, mặt trời lặn | Lưu trữ nhạc | Màn hình cảm ứng | Tìm đồng hồ | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | La bàn | Huấn luyện viên ảo Garmin Coach | Theo dõi trực tuyến (LiveTrack) | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Nhắc nhở hoạt động bằng âm thanh | Báo cáo buổi sáng (Morning Report) | Trạng thái tập luyện (Training Status) | Thời gian hồi phục (Recovery Time) | Bài tập đề xuất hằng ngày (Daily Suggested Workouts) | Điều khiển từ xa VIRB | Phát hiện sự cố | Rung thông báo | Tìm điện thoại",Zalo | Nội dung tin nhắn | Viber | Line | Cuộc gọi,Khoảng 14 ngày (ở chế độ đồng hồ thông minh) | Khoảng 26 giờ (ở chế độ định vị chỉ GPS),Khoảng 2 giờ,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,MIP,1.1 inch,218 x 218 pixels,41 mm,Kính cường lực Gorilla Glass 3,Polyme,Silicone,1.8 cm,11 - 17.5 cm,Có,41,41,12,39,,Không,Hãng không công bố,4 GB,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Bluetooth | GPS,,10102909,10102909,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188158,0232391001851,283641,49,Garmin,La bàn | Đo độ cao bằng khí áp | Nhiệt kế | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Con quay hồi chuyển | Pulse Ox | Gia tốc kế,Galileo | GLONASS | GPS,Ba môn phối hợp (Triathlon) | Chạy bộ | Yoga | Bơi lội | Khúc côn cầu | Trượt tuyết | Bóng chày | Chèo thuyền | Chạy địa hình (trail) | Đi bộ đường dài | Bóng rổ | Quần vợt | Đi bộ | Đạp xe,Không có,Không có,"Điều khiển bằng điện thoại, có Wi-Fi | Tự động làm sạch Auto Clean | Gia nhiệt nhanh","Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Tốc độ hô hấp trong khi tập (Respiration Rate) | Ghi lại calories nạp vào | Tính quãng đường chạy | Chế độ luyện tập | Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Đo nhịp tim | Theo dõi nhịp tim 24h | Nhắc nhở nhịp tim cao, thấp | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Theo dõi giấc ngủ | Vùng nhịp tim | Tình trạng HRV (Heart Rate Variability)","Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Thay mặt đồng hồ | Đồng hồ đếm ngược | Báo giờ mặt trời mọc, mặt trời lặn | Lưu trữ nhạc | Màn hình cảm ứng | Tìm đồng hồ | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | La bàn | Huấn luyện viên ảo Garmin Coach | Theo dõi trực tuyến (LiveTrack) | Bài tập Gym và Fitness (Cardio, HIIT, Pilates,...) | Nhắc nhở hoạt động bằng âm thanh | Báo cáo buổi sáng (Morning Report) | Trạng thái tập luyện (Training Status) | Thời gian hồi phục (Recovery Time) | Bài tập đề xuất hằng ngày (Daily Suggested Workouts) | Điều khiển từ xa VIRB | Phát hiện sự cố | Rung thông báo | Tìm điện thoại",Zalo | Nội dung tin nhắn | Viber | Line | Cuộc gọi,Khoảng 14 ngày (ở chế độ đồng hồ thông minh) | Khoảng 26 giờ (ở chế độ định vị chỉ GPS),Khoảng 2 giờ,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,MIP,1.1 inch,218 x 218 pixels,41 mm,Kính cường lực Gorilla Glass 3,Polyme,Silicone,1.8 cm,11 - 17.5 cm,Có,41,41,12,39,,Không,Hãng không công bố,4 GB,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Bluetooth | GPS,,10102909,10102909,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
188157,0232391002367,283640,49,Garmin,La bàn | Đo độ cao bằng khí áp | Nhiệt kế | Theo dõi nhịp tim ở cổ tay Garmin Elevate | Con quay hồi chuyển | Pulse Ox | Gia tốc kế,Galileo | GLONASS | GPS,Chạy bộ | Bơi lội | Đạp xe,Không có,Không có,Điều khiển từ xa trên ứng dụng TSmartLife | Chế độ làm lạnh nhanh | Công nghệ tản nhiệt mạ vàng | Hẹn giờ nấu lên đến 120 phút,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)",Tính quãng đường chạy | Chế độ luyện tập | Tính lượng calories tiêu thụ | Theo dõi mức độ stress | Đo nồng độ oxy trong máu (SpO2) | Đo lượng tiêu thụ oxy tối đa (VO2 Max) | Đo nhịp tim | Theo dõi nhịp tim 24h | Đo chỉ số năng lượng cơ thể (Body Battery) | Đếm số bước chân | Theo dõi giấc ngủ,"Đồng hồ bấm giờ | Báo thức | Dự báo thời tiết | Điều khiển chơi nhạc | Thay mặt đồng hồ | Đồng hồ đếm ngược | Báo giờ mặt trời mọc, mặt trời lặn | Lưu trữ nhạc | Trả lời nhanh tin nhắn có sẵn (chỉ hoạt động trên Android) | Từ chối cuộc gọi bằng tin nhắn soạn sẵn (chỉ hoạt động trên Android) | La bàn | Huấn luyện viên ảo Garmin Coach | Rung thông báo | Tìm điện thoại",Zalo | Nội dung tin nhắn | Viber | Line | Cuộc gọi,Khoảng 14 ngày (ở chế độ đồng hồ thông minh) | Khoảng 30 giờ khi sử dụng GPS,Hãng không công bố,Hãng không công bố,Cổng sạc Universal,Đài Loan,,Tiếng Việt | Tiếng Anh,MIP,1.3 inch,260 x 260 pixels,45.6,Kính cường lực Gorilla Glass 3,Polyme cốt sợi,Silicone,2.2 cm,191134,Có,45,45,12,49,,Không,Hãng không công bố,4 GB,Hãng không công bố,iOS 14.0 trở lên | Android 7.0 trở lên,Garmin Connect | Connect IQ Store,Bluetooth | GPS,,10102909,10102909,"Phiếu mua Bảng vẽ Kidcare trị giá 30.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
