model_code,sku,productidweb,category_code,brand_id,brand,Sản xuất tại,Thời gian ra mắt,Điện năng tiêu thụ,Chất liệu thân vỏ,Số người sử dụng,Tiện ích,Cao,Ngang,Sâu,Khối lượng máy,Số lượng,Loại Inverter,Bảo hành động cơ,Loại sản phẩm,Bảng điều khiển,Chất liệu mặt,Lồng giặt,Khối lượng tải chính,Công nghệ,Chất liệu ruột,Tốc độ quay vắt tối đa,Động cơ,Công nghệ sấy,Chương trình,Dài ống cấp nước,Dài ống xả nước,giá gốc,giá khuyến mãi,khuyến mãi quà
163169,1801211408000,71186,115,187,Aqua,Việt Nam,2014,14.5 Wh/kg,Kim loại sơn tĩnh điện,Từ 3 - 5 người (8 - 9 kg),Khử mùi kháng khuẩn | Tự khởi động lại khi có điện | Khóa trẻ em,,,,,,,,Cửa trên,Tiếng Việt nút nhấn,Nhựa,,8 Kg,Giặt sóng siêu âm | Diệt khuẩn khử mùi Nano Ag+ | Giặt nhiều luồng nước phun MultiJet,Thép không gỉ,,Truyền động gián tiếp (dây Curoa),,,,,,,
164214,1801211407700,88974,115,187,Aqua,Việt Nam,2015,14.4 Wh/kg,Kim loại sơn tĩnh điện,Từ 2 - 3 người (Dưới 8 kg),Tự khởi động lại khi có điện | Khóa trẻ em,,,,,,,,Cửa trên,Tiếng Việt nút nhấn có màn hình hiển thị,Nhựa,,7 Kg,Diệt khuẩn khử mùi Nano Ag+ | Giặt nhiều luồng nước phun MultiJet,Thép không gỉ,,Truyền động gián tiếp (dây Curoa),,,,,,,
184690,1801211407400,71182,115,187,Aqua,Việt Nam,2014,,,Từ 3 - 5 người (8 - 9 kg),,,,,,,,,Cửa trên,,Nhựa,,9 Kg,,,,,,,,,,,
184689,1801211407300,71181,115,187,Aqua,Việt Nam,2014,,Kim loại sơn tĩnh điện,Từ 3 - 5 người (8 - 9 kg),Khử mùi kháng khuẩn | Tự khởi động lại khi có điện | Khóa trẻ em,,,,,,,,Cửa trên,Tiếng Việt nút nhấn,Nhựa,,9 Kg,Giặt sóng siêu âm | Diệt khuẩn khử mùi Nano Ag+ | Giặt nhiều luồng nước phun MultiJet,Thép không gỉ,,,,,,,,,
177929,1801211406400,71100,115,2,Samsung,Thái Lan,2015,,Kim loại sơn tĩnh điện,Trên 7 người (Trên 10 kg),Khay giặt tay tiện lợi | Vệ sinh lồng giặt | Chức năng chẩn đoán thông minh bằng điện thoại | Tự khởi động lại khi có điện | Khóa trẻ em,,,,,,,11 năm,Cửa trên,Tiếng Việt nút nhấn có màn hình hiển thị,Kính chịu lực,Lồng đứng,12 Kg,Lồng giặt thiết kế kim cương | Mâm giặt Wobble tạo luồng nước đa chiều | Hộp đánh tan bột giặt Magic Dispenser | Bộ lọc xơ vải Magic Filter,Thép không gỉ,720 vòng/phút,,Đang cập nhật,,,,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
177923,1801211406100,71050,115,8,LG,Hàn Quốc,2014,Hãng không công bố,Kim loại sơn tĩnh điện,Từ 5 - 7 người (9.5 - 10 kg),Hẹn giờ giặt | Vệ sinh lồng giặt | Chức năng chẩn đoán thông minh | Khóa trẻ em,,,,,,,,Cửa trên,Tiếng Việt nút nhấn có màn hình hiển thị,Kính chịu lực,Lồng đứng,,Công nghệ giặt 6 Motion DD,Thép không gỉ,,,,,,,,,
163178,1801211406000,72086,115,192,Sanyo,Việt Nam,2013,13 Wh/kg,Kim loại sơn tĩnh điện,Từ 2 - 3 người (Dưới 8 kg),Tự khởi động lại khi có điện | Khóa trẻ em,,,,,,,,Cửa trên,Tiếng Việt nút nhấn,Nhựa,Lồng đứng,7 Kg,Không,Thép không gỉ,,Truyền động gián tiếp (dây Curoa),,,,,,,
163179,1801211405900,72088,115,192,Sanyo,Việt Nam,2013,13 Wh/kg,Kim loại sơn tĩnh điện,Từ 2 - 3 người (Dưới 8 kg),Tự khởi động lại khi có điện | Khóa trẻ em,,,,,,,,Cửa trên,Tiếng Việt nút nhấn,Nhựa,Lồng đứng,7 Kg,Không,Thép không gỉ,,Truyền động gián tiếp (dây Curoa),,,,,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178020,1801211404600,71676,115,8,LG,Việt Nam,2014,9 Wh/kg,Kim loại sơn tĩnh điện,Từ 3 - 5 người (8 - 9 kg),Vệ sinh lồng giặt | Tự khởi động lại khi có điện | Khóa trẻ em,,,,,,,,Cửa trên,Tiếng Việt nút nhấn,Kính chịu lực,Lồng đứng,9 Kg,Đấm nước Punch+3,Thép không gỉ,700 vòng/phút,Truyền động gián tiếp (dây Curoa),,,,,,,
178019,1801211404500,71675,115,8,LG,Việt Nam,2014,9 Wh/kg,Kim loại sơn tĩnh điện,Từ 3 - 5 người (8 - 9 kg),Vệ sinh lồng giặt | Tự khởi động lại khi có điện | Khóa trẻ em,,,,,,,,Cửa trên,Tiếng Việt nút nhấn,Kính chịu lực,Lồng đứng,9 Kg,,Thép không gỉ,730 vòng/phút,Truyền động gián tiếp (dây Curoa),,,,,,,
163166,1801211403500,70805,115,7,Panasonic,Việt Nam,2014,12.3 Wh/kg,Kim loại sơn tĩnh điện,Từ 2 - 3 người (Dưới 8 kg),Vệ sinh lồng giặt | Tự khởi động lại khi có điện | Khóa trẻ em,,,,,,,,Cửa trên,Tiếng Việt nút nhấn có màn hình hiển thị,Nhựa,Lồng đứng,7 Kg,,Thép không gỉ,730 vòng/phút,Truyền động gián tiếp (dây Curoa),,,,,,,
163165,1801211400900,70538,115,192,Sanyo,Việt Nam,2014,,Kim loại sơn tĩnh điện,Từ 3 - 5 người (8 - 9 kg),,,,,,,,,Cửa trên,,Nhựa,Lồng đứng,9 Kg,,Thép không gỉ,,Truyền động gián tiếp (dây Curoa),,,,,,,
177908,1801211400800,70537,115,8,LG,Thái Lan,2014,19.5 Wh/kg,Kim loại sơn tĩnh điện,Từ 3 - 5 người (8 - 9 kg),Hẹn giờ giặt | Vệ sinh lồng giặt | Chức năng chẩn đoán thông minh | Khóa trẻ em,,,,,,,,Cửa trước,Tiếng Việt nút nhấn có màn hình hiển thị,Nhựa,Lồng ngang,9 Kg,Công nghệ giặt 6 Motion DD,Thép không gỉ,1400 vòng/phút,,,,,,,,
180710,1751099000204,362695,115,11,Toshiba,Trung Quốc,2026,9.3 Wh/kg,Kim loại sơn tĩnh điện,Trên 7 người (Trên 10 kg),Diệt khuẩn hơi nước | Khóa cửa máy | Vòi phun 360° rửa sạch mặt trong cửa và vòng đệm cửa | Chỉnh mức độ nước | Kết nối Wifi và điều khiển từ xa qua ứng dụng TSmartLife | Vòng đệm cửa kháng khuẩn | Chỉnh số vòng vắt | Xả thêm | Hẹn giờ giặt kết thúc | Giặt sơ | Chỉnh nhiệt độ nước | Đèn chiếu sáng lồng giặt | Thêm đồ trong khi giặt | Tự khởi động lại khi có điện | Khóa trẻ em,51.7,59,71,"7,6",Không,Origin Inverter,10 năm,Cửa trước,Song ngữ Anh - Việt cảm ứng có màn hình hiển thị,,Lồng ngang,Giặt 15 Kg - Sấy 9 Kg,"CycloneMix đánh tan bột giặt | Giặt nước nóng | Công nghệ Hygienic Care giúp loại bỏ vi khuẩn | Aroma+ giúp đồ giặt thơm hơn, mềm mại hơn | Great Steam diệt khuẩn | Origin Color giữ màu vải nguyên bản",Thép không gỉ,1200 vòng/phút,Nam châm vĩnh cửu truyền động dây  Curoa,Ngưng tụ,Đồ cotton | Giặt mạnh | Giặt nhanh | Giặt tiết kiệm Cotton | Đồ len | Chu trình tải về | Vệ sinh lồng giặt | Bảo vệ màu | Chỉ sấy | Chỉ vắt | Đồ trắng,150,160,22990000,19190000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180663,1751099000203,361615,115,315,Electrolux,Thái Lan,2026,17.4 Wh/kg,Kim loại sơn tĩnh điện,Trên 7 người (Trên 10 kg),Hygienic Care - Diệt khuẩn sau mỗi lần giặt | Tùy chọn mức độ bẩn của quần áo | Ngâm | Trì hoãn kết thúc | Chỉnh số vòng vắt | Xả thêm | Hẹn giờ giặt kết thúc | Giặt sơ | Chỉnh nhiệt độ nước | Thêm đồ trong khi giặt | Khóa trẻ em,51.7,60,65,"15,7",Không,Công nghệ EcoInverter,10 năm,Cửa trước,"Song ngữ Anh - Việt có núm xoay, cảm ứng và màn hình hiển thị",,Lồng ngang,11 Kg,Công nghệ UltraMix hoà tan nước giặt hiệu quả | Giặt nước nóng | Công nghệ Hygienic Care giúp loại bỏ vi khuẩn,Thép không gỉ,1400 vòng/phút,Truyền động gián tiếp (dây Curoa),Không có,"Đồ cotton | Đồ thể thao | Chế độ yêu thích | Giặt tiết kiệm Cotton | Vắt | Diệt khuẩn | Đồ trẻ em | Giũ, xả, vắt | Làm sạch lồng giặt | Đầy tải 45 phút | Đồ mỏng và mềm | Giặt ga giường | Giặt nhanh 15 phút",130,140,16990000,12490000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180659,1751099000200,361469,115,8,LG,Trung Quốc,2025,17.8 Wh/kg,Kim loại sơn tĩnh điện,Trên 7 người (Trên 10 kg),Giặt kỹ | Âm báo | Giũ/Xả & Vắt | Khóa cửa máy | Cho phép điều khiển máy giặt từ xa qua ứng dụng LG ThinQ | Chỉnh số vòng vắt | Giặt sơ | Chỉnh nhiệt độ nước | Đèn chiếu sáng lồng giặt | Hẹn giờ giặt | Vệ sinh lồng giặt | Chẩn đoán lỗi Smart Diagnosis | Khóa trẻ em,51.7,60,61,"15,7",Không,Công nghệ Inverter Direct Drive,10 năm,Cửa trước,"Song ngữ Anh - Việt có núm xoay, cảm ứng và màn hình hiển thị",,Lồng ngang,13 Kg,Công nghệ giặt hơi nước Steam (cửa trước) | Giặt nước nóng | Công nghệ TurboWash360,Thép không gỉ,1400 vòng/phút,Truyền động trực tiếp,Không có,Đồ thể thao | Giặt nhanh 14 phút | Chu trình tải về | Giặt giảm thiểu nhựa (Microplastic Care) | Giặt nhẹ (Easy Care) | Giặt AI | Giặt ga giường | Vải bông + | Vải bông | Đồ hỗn hợp | Giặt ngừa dị ứng | Giặt tay + đồ len,134,235,17990000,14690000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng Máy sấy quần áo LG trị giá 2.000.000đ (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180596,1751099000197,360564,115,11,Toshiba,Thái Lan,2025,5.12 Wh/kg,Kim loại sơn tĩnh điện,Trên 7 người (Trên 10 kg),Chỉnh mức độ nước | Nắp máy trợ lực chống kẹt tay | Hẹn giờ giặt | Tự khởi động lại khi có điện | Khóa trẻ em,53.4,60,63,"6,5",Không,Origin Inverter,10 năm,Cửa trên,Song ngữ Anh - Việt có nút nhấn,,Lồng đứng,15 Kg,"Lồng giặt ngôi sao pha lê | Hệ thống 3 thác nước | Bảo vệ quần áo chống vi khuẩn mùi hôi bằng tinh thể ion bạc Ag+ | Công nghệ I-Clean | Aroma+ giúp đồ giặt thơm hơn, mềm mại hơn | Công nghệ GreatWaves",Thép không gỉ,680 vòng/phút,Truyền động trực tiếp,Không có,Đồ dày | Giặt nhanh | Vệ sinh lồng giặt | Giặt thường | Chăn mền | Chương trình đã nhớ | Đồ Jeans | Đồ mỏng,93,83,11490000,9890000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180579,1751099000196,359967,115,11,Toshiba,Thái Lan,2025,8.5 Wh/kg,Kim loại sơn tĩnh điện,Trên 7 người (Trên 10 kg),Diệt khuẩn hơi nước | Kết nối Wifi và điều khiển từ xa qua ứng dụng TSmartLife | Chỉnh số vòng vắt | Chỉnh nhiệt độ nước | Van sử dụng mực nước thấp | Thêm đồ trong khi giặt | Hẹn giờ giặt | Khóa trẻ em,51.7,59,61,"14,8",Không,Origin Inverter,10 năm,Cửa trước,"Song ngữ Anh - Việt có núm xoay, cảm ứng và màn hình hiển thị",,Lồng ngang,11 Kg,"Aroma+ giúp đồ giặt thơm hơn, mềm mại hơn | Color Alive giảm độ phai màu | Great Steam diệt khuẩn",Thép không gỉ,1200 vòng/phút,Nam châm vĩnh cửu truyền động dây  Curoa,Không có,Đồ cotton | Đồ thể thao | Đồ len | Chu trình tải về | Vệ sinh lồng giặt | Khăn trải giường | Bảo vệ màu | Đồ hỗn hợp 45 phút | Giặt tiết kiệm | Giặt nhanh 15 phút | Giặt hơi nước | Chỉ vắt | Đồ trắng | Đồ mỏng | Xả + vắt,157,180,10990000,9690000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180409,1751099000194,357526,115,10,Casper,Trung Quốc,2025,13.23 Wh/kg,Kim loại sơn tĩnh điện,Từ 3 - 5 người (8 - 9 kg),Chỉnh mức độ nước | Vệ sinh và sấy khô lồng giặt | Hẹn giờ giặt | Tự khởi động lại khi có điện | Khóa trẻ em,52.7,52,56,"5,3",Không,Không có,12 năm,Cửa trước,Tiếng Việt nút nhấn,,Lồng đứng,9 Kg,Công nghệ suy luận ảo Fuzzy Logic,Thép không gỉ,700 vòng/phút,Truyền động gián tiếp (dây Curoa),Không có,Giặt nhanh | Đồ trẻ em | Vệ sinh lồng giặt | Giặt thường | Chăn ga | Tiêu chuẩn | Giặt tiết kiệm | Đồ mỏng | Sấy khô lồng giặt | Đồ giặt tay,100,150,5890000,3890000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180414,1751099000192,357869,115,313,Hitachi,Trung Quốc,2025,5.7 Wh/kg,Kim loại sơn tĩnh điện,Trên 7 người (Trên 10 kg),Chống nhăn | Chỉnh số vòng vắt | Chỉnh nhiệt độ nước | Hẹn giờ giặt | Vệ sinh lồng giặt | Khóa trẻ em,51.7,60,63,"15,4",Không,Công nghệ Inverter,10 năm,Cửa trước,"Song ngữ Anh - Việt có núm xoay, cảm ứng và màn hình hiển thị",,Lồng ngang,10.5 Kg,Giặt nước nóng | Giặt hơi nước,Inox,1400 vòng/phút,Truyền động gián tiếp (dây Curoa),Không có,Đồ cotton | Giặt vệ sinh | Giặt nhanh | Vắt | Áo sơ mi | Đồ trẻ em | Đồ len | Vệ sinh lồng giặt | Vải mỏng | Giặt tiết kiệm | Đồ lót | Đồ màu | Đồ Jeans | Xả + vắt | Giặt chăn bông | Đồ hỗn hợp,110,180,10990000,5490000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180405,1751099000191,357500,115,11,Toshiba,Thái Lan,2025,5.94 Wh/kg,Kim loại sơn tĩnh điện,Trên 7 người (Trên 10 kg),Lựa chọn được 8 mực nước | Nắp máy trợ lực chống kẹt tay | Hẹn giờ giặt | Tự khởi động lại khi có điện | Bộ lọc xơ vải | Khóa trẻ em,53.4,60,63,"6,6",Không,Origin Inverter,10 năm,Cửa trên,Song ngữ Anh - Việt có nút nhấn,,Lồng đứng,15 Kg,Lồng giặt ngôi sao pha lê | Hệ thống 3 thác nước | Công nghệ GreatWaves,Thép không gỉ,680 vòng/phút,Truyền động trực tiếp,Không có,Đồ dày | Giặt nhanh | Vệ sinh lồng giặt | Giặt thường | Chăn mền | Chương trình đã nhớ | Đồ Jeans | Đồ mỏng,153,79,11490000,9690000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180402,1751099000190,356809,115,8,LG,Việt Nam,2025,15.7 Wh/kg,Kim loại sơn tĩnh điện,Trên 7 người (Trên 10 kg),Kết nối wifi và điều khiển từ xa qua ứng dụng LG ThinQ | Âm báo | Làm sạch ngăn bột giặt | Khóa cửa máy | Chỉnh số vòng vắt | Chỉnh nhiệt độ nước | Đèn chiếu sáng lồng giặt | Hẹn giờ giặt | Vệ sinh lồng giặt | Chẩn đoán lỗi Smart Diagnosis | Khóa trẻ em,51.7,60,56,"15,2",Không,Công nghệ Inverter Direct Drive,10 năm,Cửa trước,"Song ngữ Anh - Việt có núm xoay, cảm ứng và màn hình hiển thị",,Lồng ngang,11 Kg,Công nghệ giặt hơi nước Steam (cửa trước) | Công nghệ AI DD bảo vệ sợi vải,Thép không gỉ,1400 vòng/phút,Truyền động trực tiếp,Không có,Đồ thể thao | Giặt nhanh 14 phút | Đồ trải giường | Chu trình tải về | Giặt giảm thiểu nhựa (Microplastic Care) | Giặt AI | Vải bông + | Vải bông | Đồ hỗn hợp | Giặt nhẹ | Giặt ngừa dị ứng | Giặt tay + đồ len,125,240,14990000,10990000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng Máy sấy quần áo LG trị giá 2.000.000đ (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180380,1751099000188,354774,115,346,Haier,Trung Quốc,2025,26 Wh/kg,Kim loại sơn tĩnh điện,Trên 7 người (Trên 10 kg),"Tự động phân bổ nước giặt, nước xả và nước giặt đồ lót | Kết nối Wifi và điều khiển qua ứng dụng Haismart | Xả tăng cường | Chỉnh nhiệt độ nước | Đèn chiếu sáng lồng giặt | Hẹn giờ giặt | Khóa trẻ em",53.9,60,59,"3,7",Không,DD Inverter,Trọn đời,Cửa trước,"Tiếng Việt, cảm ứng nhiều màu sắc và màn hình hiển thị",,Lồng ngang,14 kg (12 kg + 2x1 kg),Vòng đệm cửa kháng khuẩn ABT | Giặt nước nóng | Công nghệ cân bằng AI DBT | Diệt khuẩn bằng tia UV | Siêu bọt kép Essence Wash,Thép không gỉ,1400 vòng/phút,Truyền động trực tiếp,Không có,Đồ cotton | Đồ thể thao | Giặt nhanh | Vắt | Diệt khuẩn | Đồ trẻ em | Vệ sinh lồng giặt | Giặt vớ | Đồ ren mỏng | Lưu hương+ | Giặt AI | Wifi | Đồ lót | Giặt khăn | Xả + vắt | Giặt nhẹ,154,320,34490000,24990000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Tặng 1 lần vệ sinh máy giặt (Xem chi tiết tại đây) | Tặng thêm 2 năm bảo hành chính hãng (Xem chi tiết tại đây) | 1 đổi 1 trong vòng 90 ngày (Lỗi NSX) (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
180388,1751099000187,354806,115,187,Aqua,Việt Nam,2025,4.7 Wh/kg,Kim loại sơn tĩnh điện,Từ 5 - 7 người (9.5 - 10 kg),Âm báo | Bộ lọc xơ vải kép | Hộp đánh tan bột giặt TurboX | Tự ngắt nguồn điện | Van sử dụng mực nước thấp | Nắp máy trợ lực chống kẹt tay | Vệ sinh lồng giặt | Tự khởi động lại khi có điện | Khóa trẻ em,,55,59,,Không,DD Inverter,Trọn đời,Cửa trên,Song ngữ Anh - Việt có nút nhấn nhiều màu sắc,,Lồng đứng,9.5 Kg,Lồng giặt Pillow | Mâm giặt kháng khuẩn ABT,Thép không gỉ,700 vòng/phút,Truyền động trực tiếp,Không có,Đồ cotton | Giặt mạnh | Giặt tiêu chuẩn | Giặt ga giường | Giặt lưu hương | Giặt nhanh 15 phút | Chỉ vắt | Giặt nhẹ,128,70,6690000,6090000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
