model_code,sku,productidweb,category_code,brand,Tiện ích,Màn hình hiển thị,Kích thước màn hình,Độ phân giải,Ngang,Dày,Khối lượng máy,Kết nối,Màn hình cảm ứng,Tấm nền,Thời gian đáp ứng,Độ phủ màu,Số lượng,Độ sáng,Độ tương phản tĩnh,Loa,Vesa,Điện năng tiêu thụ,Cao,Ngang module phụ,Cao không chân,Độ dày không chân,Loại màn hình,giá gốc,giá khuyến mãi,khuyến mãi quà
171879,3641273000440,337403,73,Lenovo,Gập màn hình lên xuống,Chống chói Anti-Glare,23.8 inch,Full HD (1920 x 1080),539,180,3,1 x D-Sub (VGA) | 1 x HDMI 1.4,Không cảm ứng,IPS,4 ms,99% sRGB,16.7 triệu màu,250 cd/m2,1300:1,Không có,Có,19W,402,539,325,44,Phẳng,,,
171878,3641273000439,337325,73,Msi,Thay đổi được chiều cao | Gập màn hình lên xuống | Điều chỉnh được màn hình quay trái - phải,DisplayHDR True Black 400 | AMD FreeSync Premium Pro,26.5 inch,WQHD (2560 x 1440),609,242,8,1 x Headphone-out | 1 x DisplayPort | 1 x USB 2.0 Type-C (DP alt.) w/15W PD | 2 x HDMI 2.1,Không cảm ứng,QD-OLED,0.03 ms (GTG),138.4% sRGB | 98% Adobe RGB | 99.1% DCI-P3,1.07 tỷ màu,250 cd/m2,1.500.000:1,Không có,Có,40W,416,609,362,72,Phẳng,,,
171877,3641273000438,337324,73,Msi,Gập màn hình lên xuống,Độ cong 1500R | HDR Ready | Chống chói Anti-Glare,34 inch,UWQHD (3440 x 1440),809,237,7,1 x DisPlayport 1.2a | 1 x Headphone-out | 2 x HDMI 2.0b,Không cảm ứng,VA,4 ms (GTG),92.58% DCI-P3 | 99.62% Adobe RGB | 116.25% sRGB,1.07 tỷ màu,300 cd/m2,3000:1,Có,Có,33W,469,809,365,106,Cong,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171875,3641273000436,337322,73,Msi,Gập màn hình lên xuống,HDR Ready | Adaptive-Sync | Chống chói Anti-Glare,27 inch,Full HD (1920 x 1080),613,249,6,1 x DisPlayport 1.2a | 1 x Headphone-out | 1 x HDMI 2.0b,Không cảm ứng,Rapid IPS,0.5 ms (GTG),101% sRGB | 86% Adobe RGB | 81% DCI-P3,1.07 tỷ màu,300 cd/m2,1000:1,Không có,Có,21W,438,613,362,62,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171860,3641273000433,337073,73,Viewsonic,Gập màn hình lên xuống,Công nghệ bảo vệ mắt | Lọc ánh sáng xanh,27 inch,UHD (3840 x 2160),613,190,4,2 x HDMI 2.0 | 1 x Jack tai nghe 3.5 mm | 1 x DisplayPort,Không cảm ứng,IPS,4 ms (GTG),104% sRGB | 72% NTSC,1.07 tỷ màu,250 cd/m2,1200:1,Có,Có,28W,449,613,362,52,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171858,3641273000431,337071,73,Singpc,Gập màn hình lên xuống,Freesync | Chống chói Anti-Glare | Less Blue Light,23.8 inch,Full HD (1920 x 1080),541,146,2,1 x D-Sub (VGA) | 1 x HDMI,Không cảm ứng,IPS,4 ms,70% DCI-P3 | 70% Adobe RGB | 95% sRGB | 72% NTSC,16.7 triệu màu,250 cd/m2,1000:1,Không có,Có,36W,407,541,321,39,Phẳng,,,
171824,3641273000428,335843,73,Dell,Thay đổi được chiều cao | Gập màn hình lên xuống | Điều chỉnh được màn hình quay trái - phải,Công nghệ chống nháy - Flicker-free | Dell Easy Arrange | Low Blue Light | ComfortView Plus,34.14 inch,WQHD (3440 x 1440),815,236,10,LAN (RJ45) | 1 x DisplayPort 1.2 (HDCP 2.3) | 4 x USB 3.2 Gen 1 downstream (Type A) | 1 x USB-C 3.2 Gen 1 (power up to 90W) | 1 x HDMI (HDCP 2.3) | 1 x USB 3.2 Gen 1 upstream (Type B),Không cảm ứng,IPS,5 ms (GTG),99% sRGB,1.07 tỷ màu,300 cd/m2,1000:1,Không có,Có,31.7W,391,815,365,58,Cong,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171823,3641273000427,335842,73,Samsung,Không có,Flicker free Technology | Eye Saver Mode | Image Size | Off Timer Plus | Auto Source Switch | Energy Saving Solution,23.8 inch,Full HD (1920 x 1080),540,175,2,2 x HDMI,Không cảm ứng,IPS,5 ms (GTG),72% NTSC,16.7 triệu màu,250 cd/m2,1000:1,Không có,Có,25W,428,540,320,36,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171814,3641273000425,335798,73,Lenovo,Thay đổi được chiều cao | Gập màn hình lên xuống,Rheinland Eye Comfort | Eyesafe Display 2.0 | Low Blue Light,27 inch,QHD (2560 x 1440),613,196,5,1 x DisplayPort 1.4 | 2 x HDMI 2.1,Không cảm ứng,IPS,1 ms (MPRT),99% sRGB | 90% DCI-P3,16.7 triệu màu,350 cd/m2,1500:1,Có,Có,21.6W,571,613,356,41,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171813,3641273000424,335797,73,Lenovo,Gập màn hình lên xuống,Rheinland Eye Comfort | Eyesafe Display 2.0 | Low Blue Light,23.8 inch,Full HD (1920 x 1080),539,182,3,1 x D-Sub (VGA) | 1 x HDMI 1.4,Không cảm ứng,IPS,1 ms (MPRT),99% sRGB,16.7 triệu màu,250 cd/m2,1500:1,Không có,Có,28W,433,539,315,41,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171812,3641273000423,335796,73,Lenovo,Gập màn hình lên xuống,Rheinland Eye Comfort | Eyesafe Display 2.0 | Low Blue Light,21.5 inch,Full HD (1920 x 1080),491,182,3,1 x D-Sub (VGA) | 1 x HDMI 1.4 | 1 x Audio Out,Không cảm ứng,VA,4 ms,72% NTSC,16.7 triệu màu,250 cd/m2,3000:1,Không có,Có,20.5W,401,491,290,41,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171810,3641273000421,335641,73,Dell,Gập màn hình lên xuống,Không,23.8 inch,Full HD (1920 x 1080),552,171,3,1 x D-Sub (VGA) | 1 x DisplayPort 1.2 (HDCP 1.4) (hỗ trợ lên đến FHD 1920 x 1080 75 Hz),Không cảm ứng,VA,5 ms,83% NTSC,16.7 triệu màu,250 cd/m2,3000:1,Không có,Có,22W,420,552,331,49,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171809,3641273000420,335640,73,Dell,Gập màn hình lên xuống,Không,27 inch,Full HD (1920 x 1080),623,188,4,1 x D-Sub (VGA) | 1 x DisplayPort 1.2 (HDCP 1.4) (hỗ trợ lên đến FHD 1920 x 1080 75 Hz),Không cảm ứng,VA,5 ms,83% NTSC,16.7 triệu màu,300 cd/m2,3000:1,Không có,Có,30W,458,623,370,50,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171808,3641273000419,335639,73,Dell,Thay đổi được chiều cao | Gập màn hình lên xuống | Điều chỉnh được màn hình quay trái - phải,Sai lệch màu Delta E< 2 | Chống ánh sáng xanh | Daisy Chain,23.8 inch,Full HD (1920 x 1080),538,181,5,"1 x Audio Out | 2 x USB Type-A downstream (USB SuperSpeed ​​10 Gbps, USB 3.2 Gen 2) | 1 x USB Type-C (USB SuperSpeed ​​10 Gbps, USB 3.2 Gen 2) có sạc nguồn (15W) | 1 x DisplayPort 1.4 (DRR cho Microsoft Windows) (HDCP 1.4) | 1 x HDMI (HDCP 1.4) (hỗ trợ lên đến FHD 1920 x 1080 120Hz TMDS theo quy định trong HDMI 1.4) | 1 x DisplayPort 1.4 (Đầu ra) với MST (HDCP 1.4) | 1 x USB Type-C upstream (chỉ dữ liệu, SuperSpeed ​​USB 10 Gbps, USB 3.2 Gen 2) | 1 x USB Type-A downstream (USB SuperSpeed ​​10 Gbps, USB 3.2 Gen 2) với sạc nguồn BC1.2",Không cảm ứng,IPS,5 ms,85% DCI-P3 | 100% sRGB,16.7 triệu màu,250 cd/m2,1000:1,Không có,Có,72W,364 mm ~ 496.53 mm,538,311,49,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171793,3641273000410,335318,73,Msi,Gập màn hình lên xuống,Eye-Q Check | Eyesergo | Adaptive-Sync,27 inch,Full HD (1920 x 1080),615,200,4,1 x HDMI 1.4b | 1 x Headphone-out | 1 x DisplayPort 1.2,Không cảm ứng,IPS,1 ms (MPRT),81% Adobe RGB | 109% sRGB | 83% DCI-P3,16.7 triệu màu,250 cd/m2,1300:1,Không có,Không có,36W,441,615,362,30,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171766,3641273000409,334978,73,Samsung,Không có,Flicker free Technology | Curved Screen 1800R | Eye Saver Mode | Eco Saving Plus,27 inch,Full HD (1920 x 1080),622,234,3,1 x D-Sub (VGA) | 1 x HDMI 1.4 | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,VA,4 ms (GTG),95% sRGB,16.7 triệu màu,250 cd/m2,3000:1,Không có,Có,25W,466,622,367,108,Cong,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171731,3641273000406,334389,73,Acer,Gập màn hình lên xuống,AMD FreeSync | HDR10 | Acer VisionCare | Low-dimming | Flicker-less | Blue Light Shield | Acer ComfyView,27 inch,QHD (2560 x 1440),614,224,3,2 x HDMI 2.0 | 1 x DisplayPort 1.2 | 1 x Audio Out,Không cảm ứng,IPS,4 ms (GTG),72% NTSC,16.7 triệu màu,250 cd/m2,1000:1,Có,Có,21W,452,Hãng không công bố,Hãng không công bố,Hãng không công bố,Phẳng,,,
171730,3641273000408,334388,73,Xiaomi,Gập màn hình lên xuống,Giảm ánh sáng xanh,27 inch,QHD (2560 x 1440),612,170,4,1 x DisplayPort 1.4 | 1 x HDMI 2.0 | 1 x Audio Out,Không cảm ứng,IPS,6 ms (GTG),95% DCI-P3 | 100% sRGB,16.7 triệu màu,250 cd/m2,1000:1,Không có,Có,,453,612,362,42,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171729,3641273000407,334387,73,Acer,Gập màn hình lên xuống,Blue Light Shield | Adaptive-Sync,31.5 inch,Full HD (1920 x 1080),709,199,4,2 x HDMI 2.0 | 1 x DisplayPort 1.2 | 1 x Audio Out,Không cảm ứng,VA,5 ms (GTG),72% NTSC,16.7 triệu màu,300 cd/m2,4000:1,Có,Có,48W,513,Hãng không công bố,Hãng không công bố,Hãng không công bố,Cong,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171728,3641273000405,334386,73,Acer,Gập màn hình lên xuống,AMD FreeSync | HDR10 | Acer VisionCare | Low-dimming | Flicker-less | Blue Light Shield | Acer ComfyView,27 inch,QHD (2560 x 1440),614,224,3,2 x HDMI 2.0 | 1 x DisplayPort 1.2 | 1 x Audio Out,Không cảm ứng,IPS,4 ms (GTG),72% NTSC,16.7 triệu màu,250 cd/m2,1000:1,Có,Có,21W,452,Hãng không công bố,Hãng không công bố,Hãng không công bố,Phẳng,,,
171727,3641273000404,334385,73,Acer,Gập màn hình lên xuống,Low-dimming | Flicker-less | Blue Light Shield | Acer ComfyView,24.5 inch,Full HD (1920 x 1080),557,192,2,1 x D-Sub (VGA) | 1 x HDMI 1.4,Không cảm ứng,IPS,4 ms (GTG),99% sRGB,16.7 triệu màu,250 cd/m2,1500:1,Không có,Có,24W,422,Đang cập nhật,Đang cập nhật,Đang cập nhật,Phẳng,,,
171726,3641273000403,334384,73,Acer,Gập màn hình lên xuống,Acer VisionCare | Adaptive-Sync,23.8 inch,Full HD (1920 x 1080),538,192,2,1 x D-Sub (VGA) | 1 x HDMI 1.4,Không cảm ứng,IPS,4 ms (GTG),99% sRGB,16.7 triệu màu,250 cd/m2,1500:1,Có,Có,18W,411,Đang cập nhật,Đang cập nhật,Đang cập nhật,Phẳng,,,
171725,3641273000402,334383,73,Acer,Gập màn hình lên xuống,AMD FreeSync | Blue Light Shield | Flickerless,21.5 inch,Full HD (1920 x 1080),492,192,2,1 x D-Sub (VGA) | 1 x HDMI 1.4,Không cảm ứng,IPS,5 ms (GTG),99% sRGB,16.7 triệu màu,250 cd/m2,1000:1,Không có,Có,30W,380,Hãng không công bố,Hãng không công bố,Hãng không công bố,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171704,3641273000398,333734,73,HIKVISION,Không có,Công nghệ chống nháy - Flicker-free | Lọc ánh sáng xanh | Adaptive-Sync,23.8 inch,Full HD (1920 x 1080),539,164,4,1 x D-Sub (VGA) | 1 x HDMI 1.4,Không cảm ứng,IPS,5 ms (GTG),72% NTSC,Hãng không công bố,250 cd/m2,1000:1,Không có,Có,24W,399,539,327,43,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171702,3641273000396,333566,73,Viewsonic,Gập màn hình lên xuống,HDR10 | Công nghệ chống nháy - Flicker-free | Eye Protech+ | Lọc ánh sáng xanh | Adaptive-Sync,27 inch,QHD (2560 x 1440),613,190,4,2 x HDMI 2.0 | 1 x Jack tai nghe 3.5 mm | 1 x DisplayPort,Không cảm ứng,IPS,1 ms (MPRT),80% NTSC | 111% sRGB,16.7 triệu màu,250 cd/m2,1000:1,Có,Có,30W,449,613,362,52,Phẳng,,,
171701,3641273000395,333565,73,Viewsonic,Gập màn hình lên xuống,Công nghệ chống nháy - Flicker-free | Eye Protech+ | Lọc ánh sáng xanh | Adaptive-Sync,27 inch,Full HD (1920 x 1080),615,225,4,1 x D-Sub (VGA) | 1 x HDMI 1.4 | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,IPS,1 ms (MPRT),77% NTSC | 109% sRGB,16.7 triệu màu,250 cd/m2,1500:1,Không có,Có,26W,458,615,363,46,Phẳng,,,
171700,3641273000394,333563,73,Viewsonic,Gập màn hình lên xuống,Công nghệ chống nháy - Flicker-free | Lọc ánh sáng xanh | Adaptive-Sync,23.8 inch,Full HD (1920 x 1080),540,185,2,1 x D-Sub (VGA) | 1 x HDMI 1.4 | 1 x Jack tai nghe 3.5 mm,Không cảm ứng,IPS,1 ms (MPRT),75% NTSC | 105% sRGB,16.7 triệu màu,250 cd/m2,1000:1,Không có,Có,22W,406,540,322,36,Phẳng,,,
171641,3641273000393,332354,73,Asus,Thay đổi được chiều cao | Xoay màn hình 90 độ | Gập màn hình lên xuống | Điều chỉnh được màn hình quay trái - phải,Sai lệch màu Delta E< 2 | PIP (PBP) | HDCP 2.2 | Nhiệt độ màu (5 chế độ) | QuickFit Plus | Chế độ HDR | Low Blue Light | Adaptive-Sync,32 inch,QHD (2560 x 1440),727,245,11,4 x USB 3.2 | 2 x HDMI 2.0 | 1 x DisplayPort 1.4 | 1 x Jack tai nghe 3.5 mm | 1 x USB-C (PD 90W) | 1 x USB-C x 1 (DP Alt Mode),Không cảm ứng,IPS,5 ms (GTG),95% DCI-P3 | 100% sRGB,1.07 tỷ màu,450 cd/m2,1000:1,Có,Có,26.4W,601,727,428,67,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171640,3641273000392,332353,73,Asus,Thay đổi được chiều cao | Gập màn hình lên xuống | Điều chỉnh được màn hình quay trái - phải,Sai lệch màu Delta E< 2 | PIP (PBP) | HDCP 2.2 | Nhiệt độ màu (5 chế độ) | Chế độ HDR | QuickFit | Low Blue Light | Adaptive-Sync,27 inch,UHD (3840 x 2160),614,227,8,4 x USB 3.2 | 1 x USB-C (Power Delivery 65W) | 2 x HDMI 2.0 | 1 x DisplayPort 1.2 | 1 x Jack tai nghe 3.5 mm | 1 x USB-C x 1 (DP Alt Mode),Không cảm ứng,IPS,5 ms (GTG),100% sRGB,1.07 tỷ màu,350 cd/m2,1000:1,Có,Có,26.14 W,523,614,369,59,Phẳng,,,
171638,3641273000391,332351,73,Asus,Thay đổi được chiều cao | Gập màn hình lên xuống | Điều chỉnh được màn hình quay trái - phải,Sai lệch màu Delta E< 2 | PIP (PBP) | HDCP 2.2 | Nhiệt độ màu (5 chế độ) | Chế độ HDR | QuickFit | Low Blue Light | Adaptive-Sync,27 inch,UHD (3840 x 2160),614,227,8,4 x USB 3.2 | 1 x USB-C (Power Delivery 65W) | 2 x HDMI 2.0 | 1 x DisplayPort 1.2 | 1 x Jack tai nghe 3.5 mm | 1 x USB-C x 1 (DP Alt Mode),Không cảm ứng,IPS,5 ms (GTG),100% sRGB,1.07 tỷ màu,350 cd/m2,1000:1,Có,Có,26.14W,523,614,369,59,Phẳng,11490000,11490000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171635,3641273000390,332348,73,Asus,Gập màn hình lên xuống,GamePlus | ASUS Extreme Low Motion Blur | GameFast Input | GameVisual | DisplayWidget Center | HDCP 2.2 | Shadow Boost | Công nghệ Trace Free | Nhiệt độ màu (4 chế độ) | Low Blue Light | Adaptive-Sync,24.5 inch,Full HD (1920 x 1080),559,174,3,2 x HDMI 2.0 | 1 x DisplayPort 1.2 | 1 x Earphone Jack,Không cảm ứng,IPS,1 ms (GTG),99% sRGB,16.7 triệu màu,250 cd/m2,1000:1,Có,Có,18W,401,559,329,58,Phẳng,,,
171633,3641273000389,332346,73,Asus,Gập màn hình lên xuống | Điều chỉnh được màn hình quay trái - phải,GamePlus | ASUS Extreme Low Motion Blur | GameFast Input | GameVisual | DisplayWidget Center | HDCP 2.2 | Shadow Boost | ELMB Sync | Công nghệ Trace Free | Nhiệt độ màu (4 chế độ) | Low Blue Light | Adaptive-Sync,27 inch,QHD (2560 x 1440),615,214,4,2 x HDMI 2.0 | 1 x DisplayPort 1.4 | 1 x Earphone Jack,Không cảm ứng,Fast IPS,1 ms (GTG),130% sRGB,16.7 triệu màu,250 cd/m2,1000:1,Có,Có,35W,455,615,367,54,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171632,3641273000388,332345,73,Asus,Thay đổi được chiều cao | Gập màn hình lên xuống | Điều chỉnh được màn hình quay trái - phải,GamePlus | ASUS Extreme Low Motion Blur | Aspect Control | PIP (PBP) | DisplayWidget Center | HDCP | Shadow Boost | ELMB Sync | Game Visual | Low Blue Light | Adaptive-Sync,31.5 inch,QHD (2560 x 1440),708,246,9,1 x USB-C (PD 7.5W) | 1 x DisplayPort 1.4 | 1 x HDMI 2.0 | 1 x Earphone Jack | 1 x USB-C x 1 (DP Alt Mode),Không cảm ứng,Fast VA,1 ms (GTG),90% DCI-P3,1.07 tỷ màu,350 cd/m2,3500:1,Không có,Có,50W,573,708,425,108,Cong,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171631,3641273000387,332343,73,Asus,Thay đổi được chiều cao | Gập màn hình lên xuống | Điều chỉnh được màn hình quay trái - phải,Sai lệch màu Delta E< 2 | GamePlus | ASUS Extreme Low Motion Blur | ROG A.I. Assistant | Aspect Control | PIP (PBP) | DisplayWidget Center | HDCP 2.2 | Shadow Boost | KVM | Chế độ HDR | Game Visual | Low Blue Light | Adaptive-Sync,31.5 inch,UHD (3840 x 2160),714,274,7,1 x SPDIF out | 3 x USB 3.2 | 1 x DisplayPort 1.4 DSC | 1 x USB-C (PD 90W) | 1 x Earphone Jack | 2 x HDMI 2.1 | 1 x USB-C x 1 (DP Alt Mode),Không cảm ứng,WOLED,0.03 ms (GTG),99% DCI-P3,1.07 tỷ màu,450 cd/m2,1.500.000:1,Không có,Có,44W,579,714,430,71,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171630,3641273000386,332342,73,Asus,Thay đổi được chiều cao | Gập màn hình lên xuống | Điều chỉnh được màn hình quay trái - phải,GamePlus | ASUS Extreme Low Motion Blur | GameFast Input | GameVisual | DisplayWidget Center | HDCP 2.2 | Shadow Boost | ELMB Sync | Công nghệ Trace Free | Nhiệt độ màu (4 chế độ) | Low Blue Light | Adaptive-Sync,24.5 inch,Full HD (1920 x 1080),558,218,5,2 x USB 3.2 | 2 x HDMI 2.0 | 1 x DisplayPort 1.4 | 1 x Earphone Jack,Không cảm ứng,IPS,1 ms (GTG),110% sRGB,16.7 triệu màu,400 cd/m2,1000:1,Không có,Có,14.36W,492,558,332,59,Phẳng,,,
171629,3641273000385,332339,73,Asus,Thay đổi được chiều cao | Gập màn hình lên xuống,GamePlus | Công nghệ SPLENDID | DisplayWidget Center | HDCP 1.4 | Motion Sync | Eye Care+ | QuickFit | Công nghệ Trace Free | Nhiệt độ màu (4 chế độ) | Low Blue Light | Adaptive-Sync,23.8 inch,Full HD (1920 x 1080),539,189,4,1 x USB-C (PD 15W) | 1 x Jack tai nghe 3.5 mm | 1 x HDMI | 1 x USB-C x 1 (DP Alt Mode),Không cảm ứng,IPS,1 ms (MPRT),Hãng không công bố,16.7 triệu màu,250 cd/m2,1300:1,Không có,Có,9.91W,443,539,322,47,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171628,3641273000384,332338,73,Asus,Thay đổi được chiều cao | Gập màn hình lên xuống,GamePlus | Công nghệ SPLENDID | DisplayWidget Center | HDCP 1.4 | Motion Sync | Eye Care+ | QuickFit | Công nghệ Trace Free | Nhiệt độ màu (4 chế độ) | Low Blue Light | Adaptive-Sync,23.8 inch,Full HD (1920 x 1080),539,189,4,1 x HDMI 1.4 | 1 x USB-C (PD 15W) | 1 x Jack tai nghe 3.5 mm | 1 x USB-C x 1 (DP Alt Mode),Không cảm ứng,IPS,1 ms (MPRT),Hãng không công bố,16.7 triệu màu,250 cd/m2,1300:1,Không có,Có,9.91W,443,539,322,47,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171627,3641273000383,332337,73,Asus,Thay đổi được chiều cao | Gập màn hình lên xuống,GamePlus | Công nghệ SPLENDID | DisplayWidget Center | HDCP 1.4 | Motion Sync | Eye Care+ | QuickFit | Công nghệ Trace Free | Nhiệt độ màu (4 chế độ) | Low Blue Light | Adaptive-Sync,27 inch,Full HD (1920 x 1080),611,202,4,1 x USB-C (PD 15W) | 1 x Jack tai nghe 3.5 mm | 1 x HDMI | 1 x USB-C x 1 (DP Alt Mode),Không cảm ứng,IPS,1 ms (MPRT),Hãng không công bố,16.7 triệu màu,250 cd/m2,1300:1,Không có,Có,14.7W,484,611,363,46,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171626,3641273000382,332336,73,Asus,Thay đổi được chiều cao | Gập màn hình lên xuống,GamePlus | Công nghệ SPLENDID | DisplayWidget Center | HDCP 1.4 | Motion Sync | Eye Care+ | QuickFit | Công nghệ Trace Free | Nhiệt độ màu (4 chế độ) | Low Blue Light | Adaptive-Sync,27 inch,Full HD (1920 x 1080),611,202,4,1 x HDMI 1.4 | 1 x USB-C (PD 15W) | 1 x Jack tai nghe 3.5 mm | 1 x USB-C x 1 (DP Alt Mode),Không cảm ứng,IPS,1 ms (MPRT),Hãng không công bố,16.7 triệu màu,250 cd/m2,1300:1,Không có,Có,14.7W,484,611,363,46,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171625,3641273000381,332335,73,HIKVISION,Không có,Không,21.45 inch,Full HD (1920 x 1080),493,162,4,1 x HDMI 1.4 | 1 x VGA,Không cảm ứng,IPS,6.5 ms (GTG),72% NTSC,16.7 triệu màu,300 cd/m2,1000:1,Không có,Có,30W,367,493,290,37,Phẳng,,,"Phiếu mua hàng Giá treo màn hình (Giá trị từ 500,000đ) trị giá 100,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171624,3641273000380,332334,73,HIKVISION,Không có,Không,23.8 inch,Full HD (1920 x 1080),538,186,4,1 x HDMI 1.4 | 1 x VGA | 1 x Audio Out,Không cảm ứng,IPS,5 ms (OD),72% NTSC,16.7 triệu màu,300 cd/m2,1300:1,Không có,Có,30W,408,538,324,37,Phẳng,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171616,3641273000378,331933,73,LG,Gập màn hình lên xuống,AMD FreeSync | HDR10 | Công nghệ Motion Blur Reduction | HDR Effect | Super Resolution+,29 inch,WFHD (2560 x 1080),688,223,4,1 x Headphone out: 3-Pole (Sound only) | 1 x HDMI | 1 x USB-C | 1 x DisplayPort,Không cảm ứng,IPS,5 ms (GTG),99% sRGB,16.7 triệu màu,250 cd/m2,1000:1,Có,Có,22W,406,688,313,45,Phẳng,,,
171615,3641273000377,331932,73,LG,Gập màn hình lên xuống,AMD FreeSync | HDR10 | Super Resolution+,31.5 inch,UHD (3840 x 2160),714,223,6,2 x HDMI | 1 x Headphone out: 3-Pole (Sound only) | 1 x DisplayPort,Không cảm ứng,VA,4 ms (GTG),90% DCI-P3,1.07 tỷ màu,250 cd/m2,3000:1,Có,Có,45W,512,714,420,45,Phẳng,,,
171614,3641273000376,331931,73,LG,Thay đổi được chiều cao | Xoay màn hình 90 độ | Gập màn hình lên xuống,DisplayHDR 400 | HDR10 | HDR Effect | Super Resolution+,27 inch,UHD (3840 x 2160),613,239,5,2 x HDMI | 2 x USB 3.0 downstream | 1 x USB-C (PD 90W) | 1 x Headphone out: 3-Pole (Sound only) | 1 x DisplayPort,Không cảm ứng,IPS,5 ms (GTG),95% DCI-P3,1.07 tỷ màu,400 cd/m2,1200:1,Có,Có,25.4W,459.3 mm ~ 569.3 mm,613,363,45,Phẳng,,,
171613,3641273000375,331930,73,LG,Gập màn hình lên xuống,HDR10 | HDR Effect | Super Resolution+,27 inch,UHD (3840 x 2160),613,214,5,2 x HDMI | 1 x Headphone out: 3-Pole (Sound only) | 1 x DisplayPort,Không cảm ứng,IPS,5 ms (GTG),90% DCI-P3,1.07 tỷ màu,300 cd/m2,1000:1,Không có,Không có,26W,454,613,363,45,Phẳng,,,
