model_code,sku,productidweb,category_code,brand_id,brand,Sản xuất tại,Chất liệu thân vỏ,Tiện ích,Cao,Khối lượng máy,Loại máy,Công suất đầu ra,Số lượng,Dòng sản phẩm,Chất liệu ruột,Thương hiệu của,Tính năng an toàn,Tùy chỉnh nhiệt độ,Áp lực nước hoạt động,Thời gian sử dụng,Nhiệt độ làm nóng tối đa,Loại tấm thu nhiệt,Thời gian giữ nhiệt,Dài ống,Chất liệu khung viền,Chất liệu vòi sen,Chất liệu giá đỡ vòi sen,Vòi sen,Rộng,Dài,Dày,Lớp cách nhiệt,Bơm trợ lực,Dung lượng dung tích,giá gốc,giá khuyến mãi,khuyến mãi quà
164735,3050911000565,299653,41,355,Stiebel Eltron,Thái Lan,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Hệ thống điều chỉnh lưu lượng nước | Núm xoay điều chỉnh nhiệt độ | Tương thích điện từ EMC | Kết nối đa điểm (Multi Point) - Cung cấp nước nóng cho nhiều điểm sử dụng",35,2,Làm nóng trực tiếp,6000W,Không,2022,Không,Đức,Cầu dao chống rò điện ELCB | Bộ ổn định nhiệt kép | Vỏ chống thấm nước IP25 | Cảm biến lưu lượng nước | Bảng mạch điện tử chống cháy,3 mức Thấp - Trung bình - Cao,Tối thiểu 0.02 Mpa - Tối đa 1 Mpa,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Không,Không,Không kèm theo vòi sen,20,Không,10,Không,Không có bơm trợ lực,Không có bình chứa,6590000,5820000,"Tặng 1 CB Panasonic 30A. Trị giá: 50.000đ Giảm giá 50,000đ | Tặng 1 dây cấp nước hoặc Giảm giá 20,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164734,3050911000554,299651,41,355,Stiebel Eltron,Thái Lan,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Van điều chỉnh lưu lượng nước | Núm xoay điều chỉnh nhiệt độ",30,1,Làm nóng trực tiếp,3500W,Không,2022,Không,Đức,Cầu dao chống rò điện ELCB | Bộ ổn định nhiệt kép | Vỏ chống thấm nước IP25 | Cảm biến lưu lượng nước | Tương thích điện từ (EMC) | Bảng mạch điện tử chống cháy,Chỉnh nhiệt độ vô cấp,Tối thiểu 0.015 Mpa - Tối đa 0.5 Mpa,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Nhựa ABS cao cấp,Nhựa ABS cao cấp,Có kèm theo vòi sen 5 chế độ phun,18,,9,Không,Không có bơm trợ lực,Không có bình chứa,2790000,2790000,"Tặng 1 CB Panasonic 30A. Trị giá: 50.000đ Giảm giá 50,000đ | Tặng 1 dây cấp nước hoặc Giảm giá 20,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164733,3050911000564,299650,41,355,Stiebel Eltron,Thái Lan,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Bộ ổn định nhiệt | Núm xoay điều chỉnh nhiệt độ | Tương thích điện từ EMC | Kết nối đa điểm (Multi Point) - Cung cấp nước nóng cho nhiều điểm sử dụng",19,1,Làm nóng trực tiếp đa điểm,8000W,Không,2022,Không,Đức,Cầu dao chống rò điện ELCB | Bộ ổn định nhiệt kép | Vỏ chống thấm nước IP25 | Cảm biến lưu lượng nước | Bảng mạch điện tử chống cháy,3 mức Thấp - Trung bình - Cao,Tối thiểu 0.03 Mpa - Tối đa 1 Mpa,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Không,Không,Không kèm theo vòi sen,23,Không,11,Không,Không có bơm trợ lực,Không có bình chứa,4890000,4890000,"Tặng 1 CB Panasonic 30A. Trị giá: 50.000đ Giảm giá 50,000đ | Tặng 1 dây cấp nước hoặc Giảm giá 20,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164732,3050911000580,299649,41,355,Stiebel Eltron,Thái Lan,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Van điều chỉnh lưu lượng nước | Núm xoay điều chỉnh nhiệt độ",31,1,Làm nóng trực tiếp,4500W,Không,2022,Không,Đức,Cầu dao chống rò điện ELCB | Bộ ổn định nhiệt kép | Vỏ chống thấm nước IP25 | Cảm biến lưu lượng nước | Tương thích điện từ (EMC) | Bảng mạch điện tử chống cháy,Chỉnh nhiệt độ vô cấp,Tối thiểu 0.015 Mpa - Tối đa 0.5 Mpa,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Nhựa ABS mạ Crom,Nhựa ABS cao cấp,Có kèm theo vòi sen 5 chế độ phun,18,Không,9,Không,Không có bơm trợ lực,Không có bình chứa,3190000,2120000,"Tặng 1 CB Panasonic 30A. Trị giá: 50.000đ Giảm giá 50,000đ | Tặng 1 dây cấp nước hoặc Giảm giá 20,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164731,3050911000568,299648,41,355,Stiebel Eltron,Thái Lan,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Núm xoay điều chỉnh nhiệt độ | Tương thích điện từ EMC | Kết nối đa điểm (Multi Point) - Cung cấp nước nóng cho nhiều điểm sử dụng",21,2,Làm nóng trực tiếp đa điểm,8000W,Không,2022,Không,Đức,Cầu dao chống rò điện ELCB | Bộ ổn định nhiệt kép | Vỏ chống thấm nước IP25 | Cảm biến lưu lượng nước | Bảng mạch điện tử chống cháy,3 mức Thấp - Trung bình - Cao,Tối thiểu 0.02 Mpa - Tối đa 1 Mpa,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Không,Không,Không kèm theo vòi sen,23,Không,11,Không,Không có bơm trợ lực,Không có bình chứa,,,
164730,3050911000567,299647,41,355,Stiebel Eltron,Thái Lan,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Núm xoay điều chỉnh nhiệt độ | Tương thích điện từ EMC | Kết nối đa điểm (Multi Point) - Cung cấp nước nóng cho nhiều điểm sử dụng",21,2,Làm nóng trực tiếp đa điểm,6000W,Không,2022,Không,Đức,Cầu dao chống rò điện ELCB | Bộ ổn định nhiệt kép | Vỏ chống thấm nước IP25 | Cảm biến lưu lượng nước | Bảng mạch điện tử chống cháy,3 mức Thấp - Trung bình - Cao,Tối thiểu 0.02 Mpa - Tối đa 1 Mpa,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Không,Không,Không kèm theo vòi sen,23,,11,Không,Không có bơm trợ lực,Không có bình chứa,,,
186389,3050911000581,299643,41,355,Stiebel Eltron,Thái Lan,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Van điều chỉnh lưu lượng nước | Bơm trợ lực vận hành siêu êm | Hoạt động với áp lực nước thấp",34,1,Làm nóng trực tiếp,4500W,Không,2022,Không,Đức,Cầu dao chống rò điện ELCB | Bộ ổn định nhiệt kép | Vỏ chống thấm nước IP25 | Cảm biến lưu lượng nước | Tương thích điện từ (EMC) | Bảng mạch điện tử chống cháy,Chỉnh nhiệt độ vô cấp,Tối thiểu 0.015 Mpa - Tối đa 0.5 Mpa,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Nhựa ABS mạ Chrome,Nhựa ABS cao cấp,Có kèm theo vòi sen 5 chế độ phun,21,Không,7,Không,Có,Không có bình chứa,5190000,5160000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164674,3050911000533,287314,41,351,Ariston,Việt Nam,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Có màn hình hiển thị nhiệt độ | Hệ thống tạo Ion bạc kháng khuẩn làm sạch nước",34,15,Làm nóng gián tiếp,2500W,Không,2022,Tráng men Titan,Italia,Cầu dao chống rò điện ELCB | Hệ thống an toàn TBSE | Vi mạch chủ động kiểm soát an toàn 3D | Vỏ chống thấm nước IPX1 | Van xả áp an toàn | Rơ le ngắt quá nhiệt,Nhiều mức độ,Tối đa 0.8 Mpa,Hãng không công bố,Khoảng 80°C,Không,Không,Không,Không,Không,Không,Không kèm theo (cần mua thêm vòi chia nóng lạnh),74,,30,Lớp cách nhiệt mật độ cao HDI giữ nóng lâu,Không có bơm trợ lực,30 lít (khoảng 3-5 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164671,3050911000516,286053,41,351,Ariston,Việt Nam,,Ghi nhớ nhiệt độ | Van điều chỉnh lưu lượng nước | Công nghệ ECO tiết kiệm điện | Tuỳ chỉnh công suất làm nóng | Màn hình điều khiển cảm ứng hiển thị nhiệt độ | Vòi sen tích hợp Ag+ kháng khuẩn | Bơm trợ lực vận hành siêu êm,41,2,Làm nóng trực tiếp,4500W,Không,2022,Không,Italia,Cầu dao chống rò điện ELCB | Bộ ổn định nhiệt kép | Vỏ chống thấm nước IP25 | Cảm biến lưu lượng nước | Hệ thống an toàn đồng bộ TSS | Vỏ bình nung làm từ vật liệu chống cháy,Nhiều mức độ,Tối thiểu 0.05 Bar - Tối đa 3.8 Bar,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Nhựa mạ Chrome,Nhựa mạ chrome,Có kèm theo vòi sen 5 chế độ phun,20,Không,8,Không,Có,Không có bình chứa,5790000,5160000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164670,3050911000515,286052,41,351,Ariston,Việt Nam,,Có màn hình hiển thị nhiệt độ | Van điều chỉnh lưu lượng nước | Núm xoay điều chỉnh nhiệt độ | Vòi sen tích hợp Ag+ kháng khuẩn | Bơm trợ lực vận hành siêu êm,41,1,Làm nóng trực tiếp,4500W,Không,2022,Không,Italia,Cầu dao chống rò điện ELCB | Bộ ổn định nhiệt kép | Vỏ chống thấm nước IP25 | Cảm biến lưu lượng nước | Hệ thống an toàn đồng bộ TSS | Vỏ bình nung làm từ vật liệu chống cháy,Chỉnh nhiệt độ vô cấp,Tối thiểu 0.05 Bar - Tối đa 3.8 Bar,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Nhựa mạ Chrome,Nhựa mạ chrome,Có kèm theo vòi sen 5 chế độ phun,20,Không,9,Không,Có,Không có bình chứa,4790000,4260000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164669,3050911000514,286051,41,351,Ariston,Việt Nam,,Van điều chỉnh lưu lượng nước | Tuỳ chỉnh công suất làm nóng | Núm xoay điều chỉnh nhiệt độ | Bơm trợ lực vận hành siêu êm | Vỏ bình nung làm từ vật liệu chống cháy,41,1,Làm nóng trực tiếp,4500W,Không,2022,Không,Italia,Cầu dao chống rò điện ELCB | Bộ ổn định nhiệt kép | Vỏ chống thấm nước IP25 | Cảm biến lưu lượng nước | Hệ thống an toàn đồng bộ TSS | Vỏ bình nung làm từ vật liệu chống cháy,Chỉnh nhiệt độ vô cấp,Tối thiểu 0.05 Bar - Tối đa 3.8 Bar,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Nhựa cao cấp,Nhựa cao cấp,Có kèm theo vòi sen 3 chế độ phun,20,Không,9,Không,Có,Không có bình chứa,4290000,3960000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164668,3050911000513,286050,41,351,Ariston,Việt Nam,,Van điều chỉnh lưu lượng nước | Tuỳ chỉnh công suất làm nóng | Núm xoay điều chỉnh nhiệt độ | Vỏ bình nung làm từ vật liệu chống cháy,41,1,Làm nóng trực tiếp,4500W,Không,2022,Không,Italia,Cầu dao chống rò điện ELCB | Cảm biến nhiệt tự động ngắt điện khi nhiệt độ quá cao | Bộ ổn định nhiệt kép | Vỏ chống thấm nước IP25 | Cảm biến lưu lượng nước | Hệ thống an toàn đồng bộ TSS | Vỏ bình nung làm từ vật liệu chống cháy,Chỉnh nhiệt độ vô cấp,Tối thiểu 0.1 Bar - Tối đa 5 Bar,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Nhựa,Nhựa,Có kèm theo vòi sen 3 chế độ phun,20,Không,9,Không,Không có bơm trợ lực,Không có bình chứa,,,"Tặng 1 CB Panasonic 30A. Trị giá: 50.000đ Giảm giá 50,000đ | Tặng 1 dây cấp nước hoặc Giảm giá 20,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164624,3050911000504,280922,41,351,Ariston,Trung Quốc,,,38,20,Làm nóng gián tiếp,2500W,Không,2017,Tráng men Titan,Italia,"Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX1 | Van xả áp an toàn | Rơ le ngắt quá nhiệt | Hệ thống chống giật, chống bỏng TSS",Chỉnh nhiệt độ vô cấp,Tối đa 0.75 Mpa,Khoảng 1 giờ 3 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,35,83,Không,Lớp cách nhiệt mật độ cao HDI giữ nóng lâu,Không có bơm trợ lực,50 lít (khoảng 4 - 5 người sử dụng),4690000,4590000,"Tặng 1 CB Panasonic 30A. Trị giá: 50.000đ Giảm giá 50,000đ | Tặng 2 dây cấp nước hoặc Giảm giá 50,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164622,3050911000506,280920,41,351,Ariston,Trung Quốc,,Đèn báo nước nóng sẵn sàng,47,23,Làm nóng gián tiếp,2500W,Không,2017,Tráng men Titan,Italia,"Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX1 | Van xả áp an toàn | Rơ le ngắt quá nhiệt | Hệ thống chống giật, chống bỏng TSS",Chỉnh nhiệt độ vô cấp,Tối đa 0.75 Mpa,Khoảng 1 giờ 40 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,Không,76,45,Lớp cách nhiệt mật độ cao HDI giữ nóng lâu,Không có bơm trợ lực,80 lít (Khoảng 6 - 8 người sử dụng),5890000,5790000,"Tặng 1 CB Panasonic 30A. Trị giá: 50.000đ Giảm giá 50,000đ | Tặng 2 dây cấp nước hoặc Giảm giá 50,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164621,3050911000505,280919,41,351,Ariston,Trung Quốc,,Công nghệ Flexomix tăng lượng nước đầu vào,76,22,Làm nóng gián tiếp,2500W,Không,2017,Tráng men Titan,Italia,"Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX1 | Van xả áp an toàn | Rơ le ngắt quá nhiệt | Hệ thống chống giật, chống bỏng TSS",Chỉnh nhiệt độ vô cấp,Tối đa 0.75 Mpa,Khoảng 1 giờ 40 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,47,Không,45,null,Không có bơm trợ lực,80 lít (Khoảng 6 - 8 người sử dụng),5890000,5790000,"Tặng 1 CB Panasonic 30A. Trị giá: 50.000đ Giảm giá 50,000đ | Tặng 2 dây cấp nước hoặc Giảm giá 50,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164620,3050911000148,280918,41,351,Ariston,Trung Quốc,,Công nghệ Flexomix tăng lượng nước đầu vào,49,26,Làm nóng gián tiếp,2500W,Không,2017,Tráng men Titan,Italia,"Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX1 | Van xả áp an toàn | Rơ le ngắt quá nhiệt | Hệ thống chống giật, chống bỏng TSS",Chỉnh nhiệt độ vô cấp,Tối đa 0.75 Mpa,Khoảng 2 giờ 5 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,Không,92,45,null,Không có bơm trợ lực,100 lít (Khoảng 8 - 10 người sử dụng),8490000,8390000,"Tặng 1 CB Panasonic 30A. Trị giá: 50.000đ Giảm giá 50,000đ | Tặng 2 dây cấp nước hoặc Giảm giá 50,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164546,3050911000500,262543,41,10,Casper,Thái Lan,,Van điều chỉnh lưu lượng nước | Bồn gia nhiệt nước nóng | Tương thích điện từ EMC | Đèn báo nước nóng sẵn sàng,43,1,Làm nóng trực tiếp,4500W,Không,2019,Không,Thái Lan,Công tắc dòng chảy | Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IP25 | Cảm biến nhiệt độ Thermostat | Cầu dao chống giật 2 trong 1,Nhiều mức độ,Tối thiểu 0.2 Bar,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Nhựa mạ Chrome,Nhựa cao cấp,Có kèm theo vòi sen 3 chế độ phun,22,,8,Không,Không có,Không có bình chứa,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164545,3050911000499,262542,41,10,Casper,Thái Lan,,Mạch điện PCB bảo vệ an toàn linh kiện | Van điều chỉnh lưu lượng nước | Bồn gia nhiệt nước nóng | Tương thích điện từ EMC | Đèn báo nước nóng sẵn sàng | Bơm trợ lực vận hành siêu êm,43,2.2 kg,Làm nóng trực tiếp,4500W,Không,2019,Không,Thái Lan,Công tắc dòng chảy | Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IP25 | Cảm biến nhiệt độ Thermostat | Cầu dao chống giật 2 trong 1,Nhiều mức độ,Tối thiểu 0.2 Bar,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Nhựa mạ Chrome,Nhựa cao cấp,Có kèm theo vòi sen 3 chế độ phun,22,,8,Không,Có,Không có bình chứa,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164532,3050911000491,256215,41,315,Electrolux,Malaysia,,Hệ thống điều chỉnh lưu lượng nước | Bơm trợ lực vận hành siêu êm,40,2,Làm nóng trực tiếp,4500W,Không,2021,Không,Thụy Điển,Cầu dao chống rò điện ELCB | Cảm biến nhiệt tự động ngắt điện khi nhiệt độ quá cao | Bộ ổn định nhiệt kép | Vỏ chống thấm nước IP25 | Công nghệ SafeReady tự động kiểm tra độ an toàn của máy,Nhiều mức độ,Tối thiểu 0.1 Bar - Tối đa 6.0 Bar,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Nhựa ABS cao cấp,Nhựa mạ crom,Có kèm theo vòi sen 5 chế độ phun,22,,9,Không,Có,Không có bình chứa,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164530,3050911000480,252197,41,348,Ferroli,Việt Nam,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Thiết kế chống tia nước phun | Tương thích điện từ EMC | Bơm trợ lực vận hành siêu êm",35,4,Làm nóng trực tiếp,4500W,Không,2021,Không,Italia,Cầu dao chống rò điện ELCB | Cảm biến nhiệt tự động ngắt điện khi nhiệt độ quá cao | Vỏ chống thấm nước IPX4 | Bộ ổn định nhiệt TBST | Cảm biến lưu lượng nước,Chỉnh nhiệt độ vô cấp,Không,Nóng liền,Khoảng 50°C,Không,Không,Không,Không,Nhựa mạ Chrome,Nhựa mạ crom,Có kèm theo vòi sen tay 3 chế độ phun và 1 vòi sen mưa,24,Không,7,Không,Có,Không có bình chứa,4290000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164527,3050911000479,251563,41,348,Ferroli,Việt Nam,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ | Thiết kế chống tia nước phun | Tương thích điện từ EMC",35,2,Làm nóng trực tiếp,4500W,Không,2021,Không,Italia,Cầu dao chống rò điện ELCB | Cảm biến nhiệt tự động ngắt điện khi nhiệt độ quá cao | Vỏ chống thấm nước IPX4 | Bộ ổn định nhiệt TBST | Cảm biến lưu lượng nước,Chỉnh nhiệt độ vô cấp,Không,Nóng liền,Khoảng 50°C,Không,Không,Không,Không,Nhựa mạ Chrome,Nhựa mạ crom,Có kèm theo vòi sen,24,Không,7,Không,Không có bơm trợ lực,Không có bình chứa,2090000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164526,3050911000478,251562,41,351,Ariston,Việt Nam,,Hệ thống điều chỉnh lưu lượng nước | Tương thích điện từ EMC | Vỏ bình nung làm từ vật liệu chống cháy,38,2,Làm nóng trực tiếp,4500W,Không,2021,Không,Italia,Cầu dao chống rò điện ELCB | Bộ ổn định nhiệt kép | Vỏ chống thấm nước IP25 | Cảm biến lưu lượng nước,3 mức Thấp - Trung bình - Cao,Tối thiểu 30 kPa - Tối đa 380 kPa,Nóng liền,Khoảng 45°C,Không,Không,Không,Không,Nhựa mạ Chrome,Không kèm theo giá đỡ vòi sen,Có kèm vòi sen (không kèm thanh trượt),23,,6,Không,Không có,Không có bình chứa,,,
164523,3050911000489,251483,41,357,Rossi,Việt Nam,,Thanh nhiệt bằng inox SUS 316,37,10,Làm nóng gián tiếp,2500W,Không,2018,Tráng men kim cương nhân tạo,Việt Nam,Chống đun khô | Chống giật kép | Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX1 | Cảm biến nhiệt độ chống đun khô,Nhiều mức độ,Tối đa 0.8 Mpa,Khoảng 25 phút,Khoảng 78°C,Không,Không,Không,Không,Không,Không,Không,35,,35,Lớp cách nhiệt mật độ cao PU giúp giữ nóng nước lâu,Không có bơm trợ lực,20 lít (khoảng 3 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164521,3050911000477,251431,41,351,Ariston,Việt Nam,,"Thanh nhiệt bằng đồng làm nóng nhanh, bền bỉ",30,12,Làm nóng gián tiếp,2500W,Không,2020,Tráng men Titan,Italia,"Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX1 | Bộ ổn định nhiệt TBST | Hệ thống chống giật, chống bỏng TSS",Không có,Tối đa 0.75 Mpa,Khoảng 20 phút,Khoảng 80°C,Không,Không,Không,Không,Không,Không,Không,70,Không,26,Lớp cách nhiệt mật độ cao HDI giữ nóng lâu,Không có bơm trợ lực,20 lít (khoảng 3 người sử dụng),2190000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164518,3050911000485,250069,41,193,Kangaroo,Việt Nam,,Có màn hình hiển thị nhiệt độ,42,2,Làm nóng trực tiếp,4000W,Không,2021,Không,Việt Nam,Công nghệ điện nước tách rời IPO | Cảm biến nhiệt tự động ngắt điện khi nhiệt độ quá cao | Vỏ chống thấm nước IPX6,4 nấc tùy chỉnh nhiệt độ nước,Tối đa 0.6 Mpa,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Nhựa ABS cao cấp,Nhựa mạ crom,Có kèm theo vòi sen,26,,9,Không,Không có,Không có bình chứa,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164517,3050911000484,250068,41,193,Kangaroo,Việt Nam,,Có màn hình hiển thị nhiệt độ | Bơm trợ lực vận hành siêu êm,42,2,Làm nóng trực tiếp,4000W,Không,2021,Không,Việt Nam,Công nghệ điện nước tách rời IPO | Cảm biến nhiệt tự động ngắt điện khi nhiệt độ quá cao | Cảm biến lưu lượng nước | Vỏ chống thấm nước IPX6,4 nấc tùy chỉnh nhiệt độ nước,Tối đa 0.6 Mpa,Nóng liền,Khoảng 55°C,Không,Không,Không,Không,Nhựa ABS cao cấp,Nhựa mạ crom,Có kèm theo vòi sen,26,Không,9,Không,Có,Không có bình chứa,3020000,3020000,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164516,3050911000483,250067,41,193,Kangaroo,Việt Nam,,Không có,35,12,Làm nóng gián tiếp,2500W,Không,2021,Tráng men kim cương nhân tạo,Việt Nam,Chống giật kép | Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX4 | Cảm biến nhiệt độ chống đun khô,Không có,Tối đa 0.8 Mpa,Khoảng 30 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,69,Không,32,Lớp cách nhiệt mật độ cao PU giúp giữ nóng nước lâu,Không có bơm trợ lực,30 lít (khoảng 3-5 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164515,3050911000482,250066,41,193,Kangaroo,Việt Nam,,Không có,31,11,Làm nóng gián tiếp,2500W,Không,2021,Tráng men kim cương nhân tạo,Việt Nam,Chống giật kép | Cầu dao chống rò điện ELCB | Vỏ chống thấm nước IPX4,Không có,Tối đa 0.8 Mpa,Khoảng 25 phút,Khoảng 75°C,Không,Không,Không,Không,Không,Không,Không,69,,29,Lớp cách nhiệt mật độ cao PU giúp giữ nóng nước lâu,Không có bơm trợ lực,22 lít (khoảng 3 người sử dụng),,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
