model_code,sku,productidweb,category_code,brand_id,brand,Công nghệ làm lạnh,Sản xuất tại,Điện năng tiêu thụ,Công nghệ tiết kiệm điện,Tiện ích,Khối lượng máy,Bảo hành bộ phận,Loại máy,Công suất đầu ra,Nhãn năng lượng,Dài ống đồng,Cao lắp đặt,Chất liệu dàn tản nhiệt,Độ ồn,Dòng điện vào,Kích thước ống đồng,Số lượng,Dài phụ kiện chính,Độ dày phụ kiện chính,Khối lượng phụ kiện chính,Cao phụ kiện phụ,Dài phụ kiện phụ,Độ dày phụ kiện phụ,Khối lượng phụ kiện phụ,Dòng điện hoạt động,"Chuẩn chống nước, bụi",Loại Inverter,Chế độ gió,Dòng sản phẩm,Phạm vi sử dụng,Loại Gas,Bảo hành động cơ,Cao phụ kiện chính,Cao phụ kiện chính 2,Dài phụ kiện chính 2,Độ dày phụ kiện chính 2,giá gốc,giá khuyến mãi,khuyến mãi quà
181115,1751098000030,333282,36,190,Sunhouse,Turbo,Malaysia,1,Inverter | Eco,"Bộ đôi bảo vệ S-PRO | Chế độ yên tĩnh | Chế độ làm lạnh tự động (Auto Mode) | Hẹn giờ bật, tắt máy | Màn hình hiển thị nhiệt độ trên dàn lạnh | Chức năng hút ẩm | Chế độ vận hành khi ngủ | Ghi nhớ chế độ làm lạnh ưa thích | Chức năng tự chẩn đoán lỗi | Tự khởi động lại khi có điện",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,4 sao (Hiệu suất năng lượng 4.8),Tối thiểu 3m - Tối đa 15m,10m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm được phủ lớp Golden Fin,Dàn lạnh: 35 dB - Dàn nóng: 50 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,79,19,8,45,71,27,19,1 pha,Bộ lọc không khí Hexa X6+,Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2025,Từ 15 - 20m² (từ 40 đến 60m³),R-32,Máy nén 12 năm,27,,,,9650000,,"1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181114,1751098000018,326010,36,9,Comfee,Hyper Tech,Thái Lan,2,Gear | Eco | Biến tần Inverter với bộ vi xử lý E-Max,"Chế độ tiết kiệm chủ động Gear mode | Kết nối thông minh IOT | Công nghệ AI Cool - điều khiển bằng giọng nói | Chế độ tự làm sạch Active Clean | Chế độ chăm sóc giấc ngủ Sleep Curve | Điều khiển bằng điện thoại, có Wi-Fi | Màn hình hiển thị nhiệt độ trên dàn lạnh | Chức năng hút ẩm | Remote có đèn nền | Vi xử lý tối ưu E-MAX | Follow me - chức năng cài đặt nhiệt độ tại vị trí remote | Tự khởi động lại khi có điện | Điều khiển bằng giọng nói",,3 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 5.05),Tối thiểu 3m - Tối đa 20m,12m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ lớp chống ăn mòn Golden Coating,Dàn lạnh: 40 dB - Dàn nóng: 56 dB,Dàn lạnh,10/16,Khoảng 7000 trang A4,104,22,12,67,89,34,39,1 pha,Active Clean Mode | Công nghệ lọc kép Dual Filtration,Máy lạnh Inverter,Đảo gió lên xuống tự động,2024,Từ 30 - 40m² (từ 80 đến 120m³),R-32,Máy nén 5 năm,32,,,,15990000,14990000,"Cơ hội trúng 30 iPhone 17 Pro 256G Xem chi tiết | 1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181114,1751098000019,326012,36,9,Comfee,Hyper Tech,Thái Lan,2,Gear | Eco | Biến tần Inverter với bộ vi xử lý E-Max,"Chế độ tiết kiệm chủ động Gear mode | Kết nối thông minh IOT | Công nghệ AI Cool - điều khiển bằng giọng nói | Chế độ tự làm sạch Active Clean | Chế độ chăm sóc giấc ngủ Sleep Curve | Điều khiển bằng điện thoại, có Wi-Fi | Màn hình hiển thị nhiệt độ trên dàn lạnh | Chức năng hút ẩm | Remote có đèn nền | Vi xử lý tối ưu E-MAX | Follow me - chức năng cài đặt nhiệt độ tại vị trí remote | Tự khởi động lại khi có điện | Điều khiển bằng giọng nói",,3 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 4.87),Tối thiểu 3m - Tối đa 20m,12m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ lớp chống ăn mòn Golden Coating,Dàn lạnh: 40 dB - Dàn nóng: 56 dB,Dàn lạnh,10/16,Khoảng 7000 trang A4,104,22,12,67,89,34,39,1 pha,Active Clean Mode | Công nghệ lọc kép Dual Filtration,Máy lạnh Inverter,Đảo gió lên xuống tự động,2024,Từ 40 - 50m² (từ 120 - 150m³),R-32,Máy nén 5 năm,32,,,,19990000,18990000,"Cơ hội trúng 30 iPhone 17 Pro 256G Xem chi tiết | 1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181033,1751098000021,326006,36,11,Toshiba,Hi Power,Thái Lan,1,Eco | Hybrid Inverter,"Hẹn giờ bật, tắt máy | Chức năng hút ẩm | Hoạt động siêu êm Quiet | Chức năng ngủ dễ chịu Comfort Sleep | Ghi nhớ chế độ làm lạnh ưa thích | Chế độ chỉ sử dụng quạt Fan Only - chỉ làm mát, không làm lạnh | Luồng gió thổi dễ chịu bảo vệ da Hada Care | Tự khởi động lại khi có điện | Chức năng tự làm sạch",,3 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 6.06),Tối thiểu 3m - Tối đa 20m,10m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ lớp chống ăn mòn Golden Coating,Dàn lạnh: 45/42/39/36/32 dB - Dàn nóng: 49 dB,Dàn lạnh,6/12,Khoảng 7000 trang A4,105,25,14,55,78,29,34,1 pha,Công nghệ chống bám bẩn Magic Coil | Bộ lọc chống nấm mốc | Bộ lọc bụi mịn PM1.0 | Công nghệ diệt khuẩn UltraPure | Công nghệ tinh lọc không khí Plasma Ion | Tạo ion lọc không khí,Máy lạnh Inverter,Đảo gió lên xuống tự động,2021,Từ 20 - 30m² (từ 60 đến 80m³),R-32,Máy nén 5 năm,32,,,,21490000,20490000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181033,1751098000020,326005,36,11,Toshiba,Hi Power,Thái Lan,1,Eco | Hybrid Inverter,"Hẹn giờ bật, tắt máy | Chức năng hút ẩm | Hoạt động siêu êm Quiet | Chức năng ngủ dễ chịu Comfort Sleep | Ghi nhớ chế độ làm lạnh ưa thích | Chế độ chỉ sử dụng quạt Fan Only - chỉ làm mát, không làm lạnh | Luồng gió thổi dễ chịu bảo vệ da Hada Care | Tự khởi động lại khi có điện | Chức năng tự làm sạch",,3 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 5.10),Tối thiểu 3m - Tối đa 15m,12m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ lớp chống ăn mòn Golden Coating,Dàn lạnh: 45/41/36/30/23 dB - Dàn nóng: 58 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,80,22,10,53,66,24,22,1 pha,Công nghệ chống bám bẩn Magic Coil | Bộ lọc chống nấm mốc | Bộ lọc bụi mịn PM1.0 | Công nghệ diệt khuẩn UltraPure | Công nghệ tinh lọc không khí Plasma Ion | Tạo ion lọc không khí,Máy lạnh Inverter,Đảo gió lên xuống tự động,2021,Từ 15 - 20m² (từ 40 đến 60m³),R-32,Máy nén 5 năm,29,,,,14990000,13990000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181033,1751098000022,326007,36,11,Toshiba,Hi Power,Thái Lan,1,Eco | Hybrid Inverter,"Hẹn giờ bật, tắt máy | Chức năng hút ẩm | Hoạt động siêu êm Quiet | Chức năng ngủ dễ chịu Comfort Sleep | Ghi nhớ chế độ làm lạnh ưa thích | Chế độ chỉ sử dụng quạt Fan Only - chỉ làm mát, không làm lạnh | Luồng gió thổi dễ chịu bảo vệ da Hada Care | Tự khởi động lại khi có điện | Chức năng tự làm sạch",,3 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 6.24),Tối thiểu 3m - Tối đa 20m,10m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ lớp chống ăn mòn Golden Coating,Dàn nóng: 45/43/40/38/35 dB - Dàn lạnh: 50 dB,Dàn lạnh,6/12,Khoảng 7000 trang A4,105,25,14,55,78,29,33,1 pha,Công nghệ chống bám bẩn Magic Coil | Bộ lọc chống nấm mốc | Bộ lọc bụi mịn PM1.0 | Công nghệ diệt khuẩn UltraPure | Công nghệ tinh lọc không khí Plasma Ion | Tạo ion lọc không khí,Máy lạnh Inverter,Đảo gió lên xuống tự động,2021,Từ 30 - 40m² (từ 80 đến 120m³),R-32,Máy nén 5 năm,32,,,,25890000,24890000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181033,3051098001282,234634,36,11,Toshiba,Hi Power,Thái Lan,0,Eco | Hybrid Inverter,"Hẹn giờ bật, tắt máy | Hoạt động siêu êm Quiet | Chức năng ngủ dễ chịu Comfort Sleep | Chế độ chỉ sử dụng quạt Fan Only - chỉ làm mát, không làm lạnh | Luồng gió thổi dễ chịu bảo vệ da Hada Care | Tự khởi động lại khi có điện | Chức năng tự làm sạch",,3 năm,Máy lạnh 1 chiều (chỉ làm lạnh),Không,5 sao (Hiệu suất năng lượng 5.04),Tối thiểu 3m - Tối đa 15m,12m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Dàn lạnh: 42/38/33/25/22 dB - Dàn nóng: 48 dB,Dàn nóng hoặc dàn lạnh,6/10,Khoảng 7000 trang A4,80,22,9,53,65,21,18,1 pha,Công nghệ chống bám bẩn Magic Coil | Bộ lọc chống nấm mốc | Bộ lọc bụi mịn PM1.0 | Công nghệ diệt khuẩn UltraPure | Công nghệ tinh lọc không khí Plasma Ion | Tạo ion lọc không khí,Máy lạnh Inverter,Đảo gió lên xuống tự động,2021,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 5 năm,29,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181104,3051098001636,321386,36,10,Casper,Turbo,Thái Lan,1,Inverter | Công nghệ I-Save,"Chế độ Baby cho người già, trẻ nhỏ | Màn hình hiển thị nhiệt độ trên dàn lạnh | Cơ chế bảo vệ an toàn kép phát hiện rò rỉ thông minh | Công nghệ làm lạnh Silk Air | Tự khởi động lại khi có điện",,3 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 4.27),Tối thiểu 3m - Tối đa 20m,5m,Ống dẫn gas bằng Đồng mạ vàng - Lá tản nhiệt bằng Nhôm mạ vàng,Dàn lạnh: 36 dB - Dàn nóng: 50 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,76,20,7,45,73,23,16,1 pha,Lưới lọc bụi,Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2024,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 12 năm,29,,,,8590000,7590000,"1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181104,1751098000016,325768,36,10,Casper,Turbo,Thái Lan,1,Inverter | Công nghệ I-Save,"Chế độ Baby cho người già, trẻ nhỏ | Màn hình hiển thị nhiệt độ trên dàn lạnh | Cơ chế bảo vệ an toàn kép phát hiện rò rỉ thông minh | Công nghệ làm lạnh Silk Air | Tự khởi động lại khi có điện",,3 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 4.21),Tối thiểu 3m - Tối đa 20m,5m,Ống dẫn gas bằng Đồng mạ vàng - Lá tản nhiệt bằng Nhôm mạ vàng,Dàn lạnh: 36 dB - Dàn nóng: 50 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,76,20,8,45,73,27,16,1 pha,Lưới lọc bụi,Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2024,Từ 15 - 20m² (từ 40 đến 60m³),R-32,Máy nén 12 năm,29,,,,9790000,8790000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181093,3051098001574,307333,36,10,Casper,Turbo,Thái Lan,1,Inverter | Công nghệ I-Save,Hẹn giờ tắt máy | Dàn tản nhiệt mạ vàng chống ăn mòn | Chức năng IClean - Tự động làm sạch | Màn hình hiển thị nhiệt độ trên dàn lạnh | Cảm biến nhiệt độ iFeel | Remote có đèn nền | Cơ chế bảo vệ an toàn kép phát hiện rò rỉ thông minh | Tự khởi động lại khi có điện,,3 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 4.34),Tối thiểu 3m - Tối đa 20m,5m,Ống dẫn gas bằng Đồng mạ vàng - Lá tản nhiệt bằng Nhôm mạ vàng,Dàn lạnh: 36 dB - Dàn nóng: 50 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,76,20,8,45,70,23,16,1 pha,Lưới lọc bụi,Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2023,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 12 năm,29,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181093,3051098001575,307170,36,10,Casper,Turbo,Thái Lan,1,Inverter | Công nghệ I-Save,Hẹn giờ tắt máy | Dàn tản nhiệt mạ vàng chống ăn mòn | Chức năng IClean - Tự động làm sạch | Màn hình hiển thị nhiệt độ trên dàn lạnh | Cảm biến nhiệt độ iFeel | Remote có đèn nền | Cơ chế bảo vệ an toàn kép phát hiện rò rỉ thông minh | Tự khởi động lại khi có điện,,3 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 4.21),Tối thiểu 3m - Tối đa 20m,5m,Ống dẫn gas bằng Đồng mạ vàng - Lá tản nhiệt bằng Nhôm mạ vàng,Dàn lạnh: 36 dB - Dàn nóng: 50 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,75,20,8 kg,45,74,24,16 kg,1 pha,Lưới lọc bụi,Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2023,Từ 15 - 20m² (từ 40 đến 60m³),R-32,Máy nén 12 năm,29,,,,,,"1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181093,1751098000017,325765,36,10,Casper,Turbo,Thái Lan,2,Inverter | Công nghệ I-Save,Hẹn giờ tắt máy | Dàn tản nhiệt mạ vàng chống ăn mòn | Chức năng IClean - Tự động làm sạch | Màn hình hiển thị nhiệt độ trên dàn lạnh | Cảm biến nhiệt độ iFeel | Remote có đèn nền | Cơ chế bảo vệ an toàn kép phát hiện rò rỉ thông minh | Tự khởi động lại khi có điện,,3 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 4.19),Tối thiểu 3m - Tối đa 25m,10m,Ống dẫn gas bằng Đồng mạ vàng - Lá tản nhiệt bằng Nhôm mạ vàng,Dàn lạnh: 45 dB - Dàn nóng: 55 dB,Dàn lạnh,6/12,Khoảng 7000 trang A4,109,23,14,65,91,37,34,1 pha,Lưới lọc bụi,Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2023,Từ 30 - 40m² (từ 80 đến 120m³),R-32,Máy nén 12 năm,32,,,,19490000,17790000,"1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181105,3051098001635,321387,36,10,Casper,Turbo,Thái Lan,1,Inverter | Công nghệ I-Save,Chức năng tự động làm sạch iClean | Dàn tản nhiệt mạ vàng chống ăn mòn | Cảm biến nhiệt độ I Feel | Tự khởi động lại khi có điện,,3 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,3 sao (Hiệu suất năng lượng 3.60),Tối thiểu 3m - Tối đa 20m,10m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,Dàn lạnh: 35 dB - Dàn nóng: 50 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,76,20,8,45,73,23,17,1 pha,Không,Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2024,Từ 15 - 20m² (từ 40 đến 60m³),R-32,Máy nén 12 năm,29,,,,8490000,7490000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181105,1751098000015,325362,36,10,Casper,Turbo,Thái Lan,1,Inverter | Công nghệ I-Save,"Dàn tản nhiệt mạ vàng chống ăn mòn | Chức năng IClean - Tự động làm sạch | Hẹn giờ bật, tắt máy | Cơ chế bảo vệ an toàn kép phát hiện rò rỉ thông minh | Cảm biến nhiệt độ I Feel | Tự khởi động lại khi có điện",,3 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 5.30),Tối thiểu 3m - Tối đa 20m,10m,Ống dẫn gas bằng Đồng mạ vàng - Lá tản nhiệt bằng Nhôm mạ vàng,Dàn lạnh: 42 dB - Dàn nóng: 48 dB,Dàn lạnh,6/12,Khoảng 7000 trang A4,96,22,10,53,79,31,21,1 pha,Không,Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2024,Từ 20 - 30m² (từ 60 đến 80m³),R-32,Máy nén 12 năm,31,,,,,,
